Simulation_ID-0_NAME-TEST
Particle Count: 9
0.0,0.0,0.0_0.0,0.0,0.0_1836.15_1;1.0,0.0,0.0_0.0,0.0,0.0_1836.15_1;0.0,0.0,1.0_0.0,0.0,0.0_1836.15_1;0.0,2.0,0.0_0.0,0.0,0.0_1836.15_1;3.0,1.5,4.0_0.0,0.0,0.0_1836.15_1;-0.67,1.0,0.0_0.0,0.0,0.0_1836.15_-1;0.0,-1.0,0.0_0.0,0.0,0.0_1836.15_-1;1.0,3.0,0.0_0.0,0.0,0.0_1836.15_-1;-2.0,0.0,1.0_0.0,0.0,0.0_1836.15_-1;
-5.597898971352413,-2.369912225137511,-3.490794827136509_-0.011851803765466164,-0.004650817494492679,-0.006538764611573532_1836.15_1;1.263027550231043,3.4614650980211854,0.7992472535039573_-0.004171682557334683,0.015783334968259802,0.004850142779071436_1836.15_1;27.70338913568452,-0.17839697233833138,13.83451600480333_0.09539657066830491,-8.41754755529257E-4,0.04057209128425912_1836.15_1;-107.04084801472393,36.269103293049774,25.177562844804495_-0.23695581940136057,0.07527581179156564,0.05555783860604928_1836.15_1;3.3816870125460308,2.4201086668499405,2.744728408659001_0.0038730728802152843,0.001961740503508899,-0.005770856550158416_1836.15_1;6.401701705841842,1.3972313115260568,2.2100354563184013_0.00828502034875178,7.379249444480328E-4,0.008121696093009226_1836.15_-1;0.7200435013256387,3.198506682414186,1.0380361353817327_0.007340975114303014,2.4260476746737654E-4,-1.0100916758628242E-4_1836.15_-1;106.53790189487549,-37.27669950611269,-24.90172112911105_0.23455471278396295,-0.08707646711230431,-0.05498661692492104_1836.15_-1;-31.039003814428447,-0.42140634827255036,-11.411610147223266_-0.09647104607137738,-0.0014323776129233842,-0.041704521508149656_1836.15_-1;
-5.609751383721944,-2.3745632826115366,-3.497333978390227_-0.011852412369530812,-0.004651057474025319,-0.0065391512537180604_1836.15_1;1.2583033615816515,3.4769947903264975,0.8043199451786281_-0.004724188649391721,0.015529692305312225,0.005072691674670791_1836.15_1;27.79878579646156,-0.17923874203167559,13.875088088101167_0.09539666077703883,-8.41769693344218E-4,0.040572083297837194_1836.15_1;-107.27780383654753,36.34437910159981,25.233120676347273_-0.23695582182360295,0.07527580855003854,0.05555783154277952_1836.15_1;3.3855845344914397,2.4220591745281093,2.7389590485295736_0.003897521945409142,0.0019505076781687713,-0.00576936012942731_1836.15_1;6.40996108132589,1.397977903848485,2.2181605242266333_0.008259375484047976,7.465923224280774E-4,0.00812506790823209_1836.15_-1;0.7279383329031991,3.1990057418001996,1.0377079313026703_0.007894831577560412,4.990593860136883E-4,-3.2820407906242383E-4_1836.15_-1;106.77245657402374,-37.363775958116854,-24.956707730933115_0.23455467914825168,-0.0870764520041613,-0.05498660182206654_1836.15_-1;-31.135474460518232,-0.4228387293429807,-11.453314504362512_-0.09647064608978341,-0.001432381070430361,-0.04170435713924512_1836.15_-1;
-5.621604398381376,-2.379214583701196,-3.503873515046435_-0.011853014659432268,-0.004651301089659421,-0.006539536656208185_1836.15_1;1.2530238157268194,3.492247896671141,0.8096167162864362_-0.005279545854831934,0.015253106344643795,0.00529677110780798_1836.15_1;27.894182546647038,-0.18008052668942012,13.915660163528523_0.09539675018548038,-8.417846577445308E-4,0.04057207542735596_1836.15_1;-107.5147596607768,36.419654906912704,25.288678500845958_-0.23695582422927028,0.07527580531289381,0.05555782449868359_1836.15_1;3.3895064055892092,2.4239983873205215,2.733191095181301_0.003921871097769722,0.0019392127924121837,-0.005767953348272539_1836.15_1;6.418194871930967,1.398733154044357,2.2262888665544285_0.008233790605077475,7.552501958721357E-4,0.008128342327795007_1836.15_-1;0.7363899088986965,3.1997842741529596,1.0371511883815263_0.008451575995497382,7.785323527602538E-4,-5.567429211439181E-4_1836.15_-1;107.00701121967725,-37.450852395067294,-25.011694317707633_0.23455464565351067,-0.08707643695044018,-0.05498658677451727_1836.15_-1;-31.231944709312035,-0.42427111364371867,-11.495018698024012_-0.096470248793802,-0.0014323843007379305,-0.041704193661500494_1836.15_-1;
-5.633458009273161,-2.3838661322646537,-3.5104134363344284_-0.011853610891784478,-0.0046515485634577546,-0.006539921287993475_1836.15_1;1.2471854980499362,3.507199787083313,0.8151393999751135_-0.00583831767688317,0.014951890412171797,0.005522683688677409_1836.15_1;27.98957938554207,-0.18092232632865504,13.956232231185895_0.09539683889503084,-8.417996392349276E-4,0.04057206765737219_1836.15_1;-107.75171548739559,36.49493070899311,25.344236318319687_-0.23695582661878675,0.07527580208040684,0.0555578174737306_1836.15_1;3.3934525235980497,2.4259262534151156,2.7274244473709817_0.0039461180088404615,0.0019278660945940274,-0.005766647810319597_1836.15_1;6.426403139011404,1.3994970506062139,2.234420387408939_0.008208267080436692,7.638965618567647E-4,0.008131520854510195_1836.15_-1;0.7454016819501463,3.200866976467414,1.0363642706462581_0.009011773051449798,0.0010827023144543864,-7.869177352681588E-4_1836.15_-1;107.24156583197635,-37.537928817018404,-25.06668088948963_0.23455461229908706,-0.08707642195111194,-0.054986571781995494_1836.15_-1;-31.328414563459425,-0.4257035009533977,-11.536722729082726_-0.09646985414739132,-0.0014323873096790465,-0.04170403105871353_1836.15_-1;
-5.645312210608705,-2.3885179323797137,-3.5169537419572756_-0.011854201335544188,-0.004651800115059819,-0.00654030562284737_1836.15_1;1.2407844544827507,3.5218238689074286,0.8208901273658369_-0.006401043567185415,0.014624081824115556,0.005750727390723309_1836.15_1;28.084976312449296,-0.1817641409567677,13.996804291158764_0.09539692690722787,-8.41814628112671E-4,0.04057205997286781_1836.15_1;-107.98867131638815,36.57020650784597,25.399794128787576_-0.23695582899256523,0.07527579885285493,0.05555781046788771_1836.15_1;3.3974227840991893,2.4278427317124187,2.7216589924424937_0.003970260501139657,0.0019164782973033452,-0.0057654549284881325_1836.15_1;6.4345859452103396,1.4002695800040224,2.2425549923809007_0.008182806198936066,7.725293978084759E-4,0.00813460497196202_1836.15_-1;0.7549776452687997,3.202280499947918,1.0353452545532833_0.00957596331865335,0.0014135234805040789,-0.0010190160929748253_1836.15_-1;107.47612041106068,-37.625005224024555,-25.121667446333852_0.2345545790843249,-0.08707640700615109,-0.054986556844223405_1836.15_-1;-31.424884025574414,-0.4271358910566604,-11.578426598397632_-0.09646946211498784,-0.0014323901032626558,-0.04170386931490698_1836.15_-1;
-5.657166996881677,-2.393169988341679,-3.5234944320976505_-0.011854786272971703,-0.0046520559619655,-0.006540690140375026_1836.15_1;1.2338162244074307,3.5360912676402747,0.826871320556533_-0.00696823007531995,0.014267398732846017,0.0059811931906960875_1836.15_1;28.18037332667304,-0.18260597057120823,14.037376343517993_0.09539701422374347,-8.418296144405208E-4,0.04057205235922961_1836.15_1;-108.22562714773916,36.645482303476484,25.455351932268698_-0.23695583135100695,0.07527579563051794,0.05555780348112018_1836.15_1;3.401417080676918,2.429747792312778,2.715894606523961_0.003994296577728826,0.0019050606003591173,-0.005764385918532724_1836.15_1;6.442743354378804,1.4010507266618075,2.2506925885261553_0.008157409168464221,7.811466577851982E-4,0.008137596145254654_1836.15_-1;0.765122299651081,3.2040537687060398,1.034091935811127_0.010144654382281322,0.0017732687581217437,-0.0012533187421563524_1836.15_-1;107.71067495706924,-37.71208161614009,-25.176653988294774_0.23455454600856465,-0.08707639211553611,-0.05498654196092303_1836.15_-1;-31.5213530982359,-0.42856828374434813,-11.620130306811946_-0.09646907266148472,-0.0014323926876877364,-0.041703708414313256_1836.15_-1;
-5.669022362882443,-2.3978223046614757,-3.530035507424759_-0.01185536600076616,-0.004652316319796541,-0.0065410753271086175_1836.15_1;1.2262758865382593,3.5499704548228026,0.8330856818058623_-0.0075403378691714755,0.01387918718252769,0.006214361249329329_1836.15_1;28.275770427519422,-0.18344781515922368,14.077948388320225_0.09539710084638467,-8.418445880154521E-4,0.04057204480223144_1836.15_1;-108.46258298143366,36.72075809589016,25.51090972878209_-0.23695583369450174,0.07527579241367881,0.05555779651339129_1836.15_1;3.405435305133858,2.431641417030451,2.7101311547343157_0.004018224456940103,0.0018936247176731594,-0.005763451789645134_1836.15_1;6.450875431492775,1.4018404729301361,2.2588330843476747_0.008132077113971412,7.897462683285229E-4,0.008140495821519239_1836.15_-1;0.7758406074792901,3.2062183513802545,1.0326018400145853_0.010718307828209043,0.002164582674214549,-0.0014900957965415095_1836.15_-1;107.94522947014039,-37.79915799341934,-25.23164051542659_0.23455451307114325,-0.08707637727925,-0.054986527131816156_1836.15_-1;-31.61782178398811,-0.43000067881370874,-11.661833855153306_-0.09646868575220995,-0.0014323950693605925,-0.04170354834135974_1836.15_-1;
-5.680878303713846,-2.4024748860640064,-3.536576969102461_-0.011855940831402552,-0.004652581402530719,-0.006541461677702393_1836.15_1;1.2181581234625511,3.563426810825171,0.839536176866381_-0.008117763075708006,0.013456356002368818,0.006450495060518808_1836.15_1;28.371167614296517,-0.18428967469755617,14.118520425608244_0.09539718677709705,-8.418595383324904E-4,0.04057203728801915_1836.15_1;-108.69953881745708,36.79603388509278,25.56646751834675_-0.2369558360234277,0.07527578920262433,0.055557789564662195_1836.15_1;3.409477347747148,2.433523599938959,2.704368491403025_0.004042042613289935,0.0018821829085081889,-0.005762663331290662_1836.15_1;6.458982242567191,1.4026387990539746,2.2669763897777973_0.008106811074416204,7.983261238385382E-4,0.008143305430122585_1836.15_-1;0.7871379280265357,3.208808897835975,1.0308722391175345_0.011297320547245604,0.002590546455720278,-0.0017296008970507672_1836.15_-1;108.17978395041179,-37.88623435591662,-25.286627027783215_0.23455448027139358,-0.08707636249728094,-0.05498651235662411_1836.15_-1;-31.714290085341013,-0.43143307606862463,-11.70353724423396_-0.0964683013529049,-0.0014323972549158865,-0.04170338908065466_1836.15_-1;
-5.69273481480855,-2.4071277374867077,-3.5431188187987024_-0.011856511094704487,-0.004652851422701194,-0.006541849696241227_1836.15_1;1.209457312723018,3.576422107305289,0.8462260096131955_-0.008700810739533289,0.012995296480117898,0.006689832746814446_1836.15_1;28.46656488631449,-0.18513154915209906,14.159092455411344_0.09539727201797209,-8.41874454542889E-4,0.04057202980309883_1836.15_1;-108.93649465579523,36.87130967109043,25.622025300981644_-0.236955838338151,0.07527578599764591,0.05555778263489183_1836.15_1;3.413543097573001,2.435394347952699,2.6986064603078357_0.004065749825853373,0.001870748013739968,-0.0057620310951895645_1836.15_1;6.467063854565666,1.4034456831353914,2.2751224161602965_0.008081611998474948,8.068840814168158E-4,0.00814602638249942_1836.15_-1;0.7990199261776827,3.2118636561611633,1.0289001765937025_0.011881998151147042,0.003054758325188505,-0.001972062523832052_1836.15_-1;108.41433839802043,-37.973310703686245,-25.341613525418282_0.23455444760864388,-0.08707634776962285,-0.05498649763506762_1836.15_-1;-31.810758004770715,-0.4328654753198667,-11.745240474850934_-0.09646791942970334,-0.001432399251242042,-0.04170323061697391_1836.15_-1;
-5.704591891948245,-2.411780864078258,-3.54966105869638_-0.011857077139694824,-0.004653126591550244,-0.006542239897677894_1836.15_1;1.200167655477256,3.588913890170226,0.8531585839252094_-0.00928965724576191,0.012491782864937052,0.00693257431201385_1836.15_1;28.56196224288575,-0.18597343847750475,14.199664477745673_0.09539735657125877,-8.418893254056969E-4,0.040572022334329105_1836.15_1;-109.17345049643426,36.94658545388947,25.67758307670568_-0.2369558406390252,0.0752757827990404,0.05555777572403678_1836.15_1;3.41763244280869,2.437253681450521,2.6928448949368287_0.004089345235688808,0.001859333497822012,-0.005761565371007154_1836.15_1;6.475120335304422,1.4042611010905084,2.2832710762318_0.008056480738756385,8.154179551169595E-4,0.008148660071503411_1836.15_-1;0.8114924435233533,3.215425089122991,1.02668250532262_0.012472517345670557,0.0035614329618276594,-0.002217671271082392_1836.15_-1;108.64889281310265,-38.06038703678252,-25.39660000838515_0.23455441508221705,-0.0870763330962762,-0.054986482966866576_1836.15_-1;-31.907225544719825,-0.4342978763853785,-11.786943547786183_-0.09646753994911042,-0.001432401065511788,-0.04170307293524898_1836.15_-1;
-5.716449531285021,-2.41643427119738,-3.5562036915057957_-0.011857639336776566,-0.004653407119121976,-0.006542632809415467_1836.15_1;1.1902833583244166,3.6008547387534438,0.8603374470424061_-0.009884297152839451,0.011940848583217452,0.007178863117196684_1836.15_1;28.65735968332513,-0.1868153426167363,14.24023649261459_0.09539744043938062,-8.419041392315468E-4,0.0405720148689183_1836.15_1;-109.41040633936065,37.02186123349658,25.733140845537733_-0.23695584292639071,0.07527577960711095,0.05555776883205102_1836.15_1;3.4217452712229988,2.439101634947769,2.687083618782978_0.004112828414308731,0.0018479534972480457,-0.0057612761538506675_1836.15_1;6.4831517533486105,1.4050850266000452,2.291422284101936_0.008031418044188384,8.239255095367129E-4,0.008151207870135919_1836.15_-1;0.8245613162280344,3.219540614366699,1.0242159439698804_0.013068872704681128,0.004115525243708052,-0.0024665613527396816_1836.15_-1;108.88344719579408,-38.147463355259774,-25.45158647673689_0.2345543826914297,-0.08707631847724868,-0.05498646835173972_1836.15_-1;-32.00369270759781,-0.4357302790905973,-11.82864646380674_-0.09646716287798258,-0.0014324027052188381,-0.04170291602055623_1836.15_-1;
-5.728307729365331,-2.4210879644116523,-3.562746720478848_-0.011858198080309613,-0.0046536932142722375,-0.0065430289730521035_1836.15_1;1.1797988905307308,3.6121913702888655,0.867766206072276_-0.01048446779368562,0.011336631535421946,0.0074287590298698315_1836.15_1;28.75275720695009,-0.1876572615005535,14.280808500009018_0.09539752362495946,-8.41918883817223E-4,0.04057200739442788_1836.15_1;-109.64736218456122,37.09713700991875,25.78869860749662_-0.23695584520057378,0.07527577642216819,0.05555776195888567_1836.15_1;3.4258814706687164,2.440938257824176,2.681322445681937_0.004136199445717549,0.0018366228764070327,-0.005761173101041198_1836.15_1;6.491158177898755,1.4059174310527274,2.2995759552313975_0.008006424550144211,8.3240445268212E-4,0.00815367112946163_1836.15_-1;0.8382321174296989,3.2242634992688877,1.0214971601788414_0.013670801201664511,0.004722884902188374,-0.0027187837910389737_1836.15_-1;109.11800154622966,-38.23453965917233,-25.506572930526293_0.2345543504355908,-0.0870763039125561,-0.05498645378940432_1836.15_-1;-32.10015949578131,-0.43716268326881924,-11.870349223664848_-0.09646678818350828,-0.0014324041782219495,-0.04170275985810825_1836.15_-1;
-5.7401664831569965,-2.425741949496217,-3.569290149425153_-0.011858753791665429,-0.0046539850845646845,-0.006543428946305201_1836.15_1;1.168709348673213,3.622863550177976,0.8754484055289047_-0.011089541857517956,0.01067217988911029,0.007682199456628788_1836.15_1;28.84815481308094,-0.18849919504692275,14.321380499907802_0.09539760613084791,-8.419335463692399E-4,0.04057199989878403_1836.15_1;-109.8843180320231,37.17241278316328,25.844256362601108_-0.23695584746188503,0.0752757732445313,0.05555775510448869_1836.15_1;3.430040929693939,2.4427636151159953,2.6755611802071684_0.004159459025222829,0.0018253572918192809,-0.005761265474768624_1836.15_1;6.4991396786644975,1.4067582834807622,2.3077320064068485_0.00798150076574244,8.408524280347636E-4,0.008156051175451226_1836.15_-1;0.8525097921381435,3.2296539499413472,1.0185228926773864_0.01427767470844451,0.005390450672459532,-0.0029742675014550603_1836.15_-1;109.35255586454366,-38.321615948574554,-25.561559369805867_0.23455431831400006,-0.08707628940222312,-0.054986439279575715_1836.15_-1;-32.196625911614504,-0.4385950887616172,-11.912051828098095_-0.09646641583319011,-0.0014324054927979538,-0.04170260443324796_1836.15_-1;
-5.752025790079859,-2.430396232432226,-3.575833982730283_-0.01185930692286289,-0.004654282936008874,-0.006543833305129807_1836.15_1;1.1570109753075237,3.6328027574907464,0.8833873480953605_-0.011698373365689182,0.009939207312770766,0.007938942566455807_1836.15_1;28.94355250104111,-0.189341143160337,14.361952492278101_0.09539768796017271,-8.419481134142551E-4,0.04057199237029994_1836.15_1;-110.12127388173371,37.24768855323781,25.89981411086991_-0.23695584971061773,0.07527577007452926,0.055557748268804406_1836.15_1;3.4342235382730655,2.4445777883818076,2.669799618141118_0.004182608579126284,0.0018141732658123705,-0.0057615620660504034_1836.15_1;6.507096325722072,1.4076075504865233,2.315890355711243_0.007956647057574541,8.492670057612528E-4,0.008158349304394852_1836.15_-1;0.8673981380093224,3.235780444935887,1.0152901300920252_0.014888345871178887,0.006126494994539851,-0.003232762585361249_1836.15_-1;109.5871101508696,-38.40869222352084,-25.616545794627832_0.2345542863259458,-0.08707627494628441,-0.05498642482196678_1836.15_-1;-32.29309195740933,-0.44002749541932296,-11.95375427782954_-0.09646604579482923,-0.0014324066577057848,-0.041702449731446586_1836.15_-1;
-5.763885648040775,-2.435050819404803,-3.5823782253763237_-0.011859857960915725,-0.00465458697257704,-0.00654424264604055_1836.15_1;1.1447019002633967,3.6419305410720115,0.891585832147679_-0.012309075044127095,0.009127783581265085,0.00819848405231849_1836.15_1;29.038950270157503,-0.19018310573103064,14.402524477075813_0.09539776911639289,-8.419625706936382E-4,0.04057198479771243_1836.15_1;-110.35822973368076,37.32296432015031,25.955371852321683_-0.23695585194704546,0.07527576691250237,0.05555774145177305_1836.15_1;3.438429188683656,2.4463808766525172,2.6640375470473576_0.004205650410590296,0.001803088270709824,-0.005762071093760284_1836.15_1;6.51502818935094,1.4084651961595496,2.3240509224876367_0.00793186362886836,8.576456730262071E-4,0.00816056677639344_1836.15_-1;0.8828990633713693,3.242721378268704,1.0117963729082233_0.01550092536204687,0.0069409333328170645,-0.003493757183801816_1836.15_-1;109.82166440534031,-38.49576848406562,-25.67153220504412_0.23455425447070224,-0.08707626054478558,-0.05498641041628725_1836.15_-1;-32.38955763544585,-0.44145990310158706,-11.995456573567848_-0.09646567803651317,-0.0014324076822641067,-0.04170229573830732_1836.15_-1;
-5.775746055473832,-2.439705716800211,-3.588922882964958_-0.011860407433056348,-0.004654897395408037,-0.006544657588634544_1836.15_1;1.1317832067533933,3.650156484143621,0.9000457662668965_-0.01291869351000351,0.008225943071609431,0.008459934119217532_1836.15_1;29.13434811976088,-0.19102508263406956,14.443096454246051_0.09539784960337679,-8.419769030389247E-4,0.040571977170238145_1836.15_1;-110.59518558785217,37.398240083909116,26.010929586975013_-0.2369558541714189,0.07527576375880371,0.05555773465333_1836.15_1;3.442657776562213,2.448172997477021,2.6582747469771957_0.004228587878557036,0.0017921208245036725,-0.005762800070161785_1836.15_1;6.5229353398436976,1.4093311819829664,2.3322136272938763_0.00790715049275716,8.65985823416819E-4,0.008162704806239459_1836.15_-1;0.8990115202902395,3.2505670938630473,1.0080400183198146_0.016112456918870196,0.007845715594343647,-0.0037563545884087128_1836.15_-1;110.05621862808783,-38.5828447302634,-25.726518601106363_0.23455422274752583,-0.08707624619778426,-0.05498639606224286_1836.15_-1;-32.48602294797246,-0.44289231167803295,-12.037158716007426_-0.09646531252660906,-0.0014324085764458989,-0.041702142439577046_1836.15_-1;
-5.787607011386877,-2.444360931201776,-3.5954679617432483_-0.011860955913044818,-0.004655214401565005,-0.00654507877828995_1836.15_1;1.1182604763892405,3.6573756745899577,0.9087676002274147_-0.013522730364152719,0.007219190446336683,0.00872183396051822_1836.15_1;29.229746049186385,-0.19186707372829376,14.483668423723708_0.09539792942550505,-8.419910942241859E-4,0.04057196947765655_1836.15_1;-110.83214144423613,37.473515844522915,26.06648731484842_-0.23695585638396144,0.07527576061380098,0.05555772787340498_1836.15_1;3.4469092021809207,2.4499542880756766,2.6525109913561336_0.004251425618707992,0.0017812905986556219,-0.005763755621062283_1836.15_1;6.530817847281551,1.410205466728544,2.3403783918445917_0.007882507437852924,8.742847455775231E-4,0.008164764550715345_1836.15_-1;0.9157299585474461,3.2594224142108112,1.0040209284375758_0.0167184382572066,0.00885532034776403,-0.004019089882238698_1836.15_-1;110.29077281924349,-38.66992096216875,-25.781504982865897_0.2345541911556506,-0.08707623190535113,-0.05498638175953425_1836.15_-1;-32.58248789720622,-0.4443247210290273,-12.078860705828596_-0.096464949233765,-0.0014324093509943425,-0.041701989821169724_1836.15_-1;
-5.799468515415703,-2.4490164693839263,-3.6020134686322214_-0.011861504028826091,-0.00465553818215004,-0.00654550688897283_1836.15_1;1.1041460484096304,3.6634655560411478,0.9177494792416421_-0.014114427979610216,0.006089881451189907,0.008981879014227454_1836.15_1;29.325144057774192,-0.19270907885508434,14.524240385434139_0.09539800858780847,-8.420051267905888E-4,0.040571961710430635_1836.15_1;-111.06909730282099,37.54879160200079,26.12204503596034_-0.23695585858486382,0.07527575747787817,0.055557721111920914_1836.15_1;3.451183371999195,2.4517249066135998,2.646746048112205_0.004274169818274194,0.0017706185379232197,-0.005764943243928554_1836.15_1;6.538675781265212,1.4110880063398643,2.3485451389355148_0.00785793398366187,8.82539611320299E-4,0.008166747090922853_1836.15_-1;0.9330420651836427,3.2694097881265773,0.9997412750200384_0.01731210663619661,0.009987373915765886,-0.004279653417537494_1836.15_-1;110.52532697893777,-38.756997179836326,-25.836491350373752_0.23455415969428225,-0.08707621766757102,-0.054986367507855655_1836.15_-1;-32.67895248533314,-0.445757131046593,-12.120562543697803_-0.09646458812692409,-0.0014324100175656385,-0.04170183786920712_1836.15_-1;
-5.811330567887568,-2.453672338303409,-3.60855941125823_-0.011862052471864708,-0.004655868919482662,-0.006545942626008859_1836.15_1;1.0894623568687813,3.668282017436199,0.9269859760608934_-0.014683691540848942,0.004816461395051651,0.009236496819251335_1836.15_1;29.420542144870346,-0.19355109783692206,14.564812339294019_0.09539808709615387,-8.420189818377133E-4,0.04057195385988069_1836.15_1;-111.30605316359527,37.62406735635223,26.177602750329132_-0.23695586077427647,0.07527575435143767,0.05555771436879249_1836.15_1;3.4554802005594656,2.4534850336041787,2.640979681131837_0.004296828560270615,0.0017601269905787415,-0.00576636698036819_1836.15_1;6.54650921058766,1.4119787538036421,2.356713792343156_0.007833429322447483,8.907474637778007E-4,0.008168653407641165_1836.15_-1;0.9509254258045279,3.280673199900502,0.9952068060478281_0.01788336062088508,0.011263411773924628,-0.004534468972210366_1836.15_-1;110.75988110730036,-38.84407338332087,-25.891477703680646_0.23455412836259004,-0.08707620348454385,-0.05498635330689311_1836.15_-1;-32.7754167145085,-0.44718954163549907,-12.162264230267887_-0.09646422917535777,-0.0014324105889060605,-0.04170168657008495_1836.15_-1;
-5.823193169896128,-2.4583285450863084,-3.6151057979867702_-0.011862602008559993,-0.004656206782899669,-0.006546386728540116_1836.15_1;1.0742469143896798,3.671654581872335,0.9364661715221992_-0.015215442479101593,0.0033725644361358247,0.009480195461305862_1836.15_1;29.515940309827844,-0.19439313047569787,14.605384285212454_0.0953981649574969,-8.420326387758044E-4,0.04057194591843464_1836.15_1;-111.54300902654757,37.69934310758713,26.233160457973057_-0.23695586295229923,0.07527575123490202,0.055557707643924266_1836.15_1;3.459799612817156,2.4552348734486023,2.6352116521626137_0.004319412257690301,0.0017498398444234144,-0.005768028969223173_1836.15_1;6.554318202830483,1.4128776590103485,2.364884276689946_0.007808992242824076,8.989052067063636E-4,0.008170484346790149_1836.15_-1;0.9693425389755101,3.2933829790354676,0.9904287634420361_0.018417113170982265,0.012709779134965715,-0.0047780426057919476_1836.15_-1;110.99443520446006,-38.931149572677256,-25.94646404283697_0.234554097159696,-0.08707618935638503,-0.05498633915632216_1836.15_-1;-32.87188058685723,-0.44862195271457167,-12.203965766178465_-0.09646387234872952,-0.0014324110790726243,-0.041701535910577306_1836.15_-1;
-5.835056323390343,-2.462985097008809,-3.6216526379579133_-0.011863153494214967,-0.004656551922500856,-0.006546839971142974_1836.15_1;1.058559838817226,3.6733806181292223,0.9461707182593552_-0.015687075572453815,0.0017260362568872,0.009704546737155893_1836.15_1;29.611338552008075,-0.19523517655073155,14.645956223092442_0.09539824218022923,-8.420460750336974E-4,0.04057193787998937_1836.15_1;-111.77996489166654,37.77461885571585,26.288718158910264_-0.23695586511896746,0.07527574812871556,0.055557700937208195_1836.15_1;3.464141547021719,2.4569746561069916,2.6294417233310403_0.004341934204563393,0.0017397826583891867,-0.005769928831573209_1836.15_1;6.562102823858978,1.4137846686073585,2.3730565172606295_0.007784621028494423,9.070095970100787E-4,0.008172240570683548_1836.15_-1;0.9882332872804035,3.307741587178935,0.9854268170535192_0.018890748304893314,0.01435860814346733,-0.0050019463885168985_1836.15_-1;111.22898927054472,-39.01822574796048,-26.001450367892772_0.2345540660846607,-0.08707617528322535,-0.054986325055804905_1836.15_-1;-32.96834410447443,-0.4500543642182809,-12.245667152056464_-0.09646351761720565,-0.0014324115037092303,-0.0417013858779988_1836.15_-1;
-5.846920031280407,-2.467642001468607,-3.6281999411215584_-0.011863707890063836,-0.004656904459797833,-0.006547303163645008_1836.15_1;1.0424953396195622,3.6732187117677717,0.9560673035904228_-0.01606449919766368,-1.6190636145062265E-4,0.009896585331067667_1836.15_1;29.706736870782734,-0.1960772358164516,14.686528152832878_0.09539831877466025,-8.42059265720049E-4,0.04057192974043577_1836.15_1;-112.01692075894077,37.849894600749195,26.344275853158784_-0.23695586727423268,0.07527574503334532,0.05555769424852027_1836.15_1;3.468505958300199,2.458704638876014,2.6236696605140626_0.004364411278480137,0.0017299827690223854,-0.005772062816977866_1836.15_1;6.569863137181914,1.4146997258516412,2.381230439749278_0.007760313322935972,9.150572442825442E-4,0.008173922488648172_1836.15_-1;1.0075034480814633,3.3239902453648553,0.9802335986909116_0.019270160801059782,0.016248658185920656,-0.00519321836260755_1836.15_-1;111.46354330568118,-39.10530190922569,-26.056436678897757_0.2345540351364636,-0.08707616126520955,-0.05498631100498606_1836.15_-1;-33.064807269426076,-0.4514867760986735,-12.287368388516919_-0.09646316495164041,-0.0014324118803926396,-0.04170123646045518_1836.15_-1;
-5.858784297564177,-2.47229926594225,-3.6347477182689483_-0.01186426628377035,-0.004657264473643036,-0.0065477771473896945_1836.15_1;1.0261993841565282,3.670881906970046,0.9661035838380648_-0.01629595546303398,-0.002336804797725823,0.010036280247642053_1836.15_1;29.802135265536425,-0.19691930799969531,14.727100074331306_0.0953983947536919,-8.420721832437235E-4,0.04057192149842734_1836.15_1;-112.25387662835871,37.92517034269848,26.399833540736502_-0.23695586941793567,0.07527574194928036,0.055557687577716085_1836.15_1;3.472892823137359,2.460425108207605,2.6178952379056266_0.004386864837160029,0.0017204693315909089,-0.005774422608436132_1836.15_1;6.577599203129242,1.4156227704759015,2.3894059699066834_0.00773606594732772,9.230446242602964E-4,0.008175530157405742_1836.15_-1;1.027007023717926,3.3424156904458933,0.9749017636162649_0.019503575636462663,0.018425445081037755,-0.005331835074646764_1836.15_-1;111.69809730999516,-39.19237805652818,-26.111422975901245_0.23455400431397622,-0.08707614730249241,-0.05498629700348771_1836.15_-1;-33.161270083749955,-0.45291918832773764,-12.32906947616415_-0.09646281432387932,-0.0014324122290641263,-0.041701087647230704_1836.15_-1;
-5.870649127477566,-2.4769568979211587,-3.6412959810537235_-0.011864829913388691,-0.004657631978908465,-0.006548262784775281_1836.15_1;1.009896909615414,3.6660329339126996,0.976196157144558_-0.01630247454111417,-0.004848973057346325,0.010092573306493198_1836.15_1;29.897533735670198,-0.19776139279661442,14.76767198748782_0.09539847013377219,-8.420847969191044E-4,0.040571913156514094_1836.15_1;-112.49083249990848,38.000446081575504,26.455391221661127_-0.23695587154976888,0.07527573887702797,0.05555768092462484_1836.15_1;3.4773021449935926,2.4621363814268693,2.612118244266492_0.004409321856233606,0.0017112732192645006,-0.005776993639134436_1836.15_1;6.585311077783925,1.4165537385945466,2.3975830330436136_0.00771187465468352,9.309681186450721E-4,0.008177063136930424_1836.15_-1;1.046519025168835,3.3633549460319205,0.9695150119959035_0.019512001450908825,0.02093925558602739,-0.0053867516203613625_1836.15_-1;111.9326512836111,-39.279454189923406,-26.166409258952147_0.2345539736159247,-0.0870761333952307,-0.05498628305090236_1836.15_-1;-33.25773254945721,-0.45435160090029775,-12.370770415593539_-0.0964624657072519,-0.0014324125725601261,-0.04170093942938888_1836.15_-1;
