Simulation_ID-0_NAME-TEST
Particle Count: 4
1.0,0.0,0.0_0.0,0.0,0.0_1836.15_1_false;-1.0,0.0,0.0_0.0,0.0,0.0_1836.15_1_false;2.0,0.0,0.0_0.0,0.065,0.0_1.0_-1_false;-2.0,0.0,0.0_0.0,0.065,0.0_1.0_-1_false;
6.06961123188258,-0.22747215015503247,0.0_0.0010233773503432041,-4.1548259557845224E-5,0.0_1836.15_1_false;-5.725377756976291,-0.09748084277800542,0.0_-9.693449345225753E-4,-2.2078437473872118E-5,0.0_1836.15_1_false;-605.7617455196417,659.9078579633856,0.0_-0.09502168307221023,0.10307838609758795,0.0_1.0_-1_false;-26.302549429603857,833.7545800106101,0.0_-0.004189937236862587,0.14374977365720126,0.0_1.0_-1_false;
6.070634628800343,-0.22751369862389598,0.0_0.0010233969177634757,-4.154846886349512E-5,0.0_1836.15_1_false;-5.7263471214830695,-0.09750292099335685,0.0_-9.693645067782284E-4,-2.207821535142349E-5,0.0_1836.15_1_false;-605.8567672073764,660.010936336381,0.0_-0.09502168773458979,0.10307837299534064,0.0_1.0_-1_false;-26.306739353299854,833.8983297738359,0.0_-0.004189923695996956,0.14374976322588356,0.0_1.0_-1_false;
6.071658045278917,-0.22755524730199025,0.0_0.0010234164785736795,-4.154867809427469E-5,0.0_1836.15_1_false;-5.727316505555492,-0.09752499898666496,0.0_-9.693840724222911E-4,-2.2077993308105953E-5,0.0_1836.15_1_false;-605.9517888997716,660.1140146962779,0.0_-0.09502169239525081,0.10307835989697038,0.0_1.0_-1_false;-26.3109292634595,834.0420795266344,0.0_-0.004189910159645823,0.1437497527985122,0.0_1.0_-1_false;
6.072681481311694,-0.22759679618924047,0.0_0.0010234360327770347,-4.154888725022254E-5,0.0_1836.15_1_false;-5.728285909186949,-0.09754707675800883,0.0_-9.694036314579832E-4,-2.2077771343878766E-5,0.0_1836.15_1_false;-606.0468105968258,660.2170930430804,0.0_-0.0950216970541942,0.10307834680247546,0.0_1.0_-1_false;-26.315119160087306,834.1858292690096,0.0_-0.004189896627806949,0.14374974237508503,0.0_1.0_-1_false;
6.073704936892071,-0.22763834528557186,0.0_0.0010234555803767585,-4.154909633137727E-5,0.0_1836.15_1_false;-5.729255332370838,-0.09756915430746753,0.0_-9.694231838885226E-4,-2.2077549458701223E-5,0.0_1836.15_1_false;-606.1418322985372,660.3201713767922,0.0_-0.0950217017114209,0.10307833371185418,0.0_1.0_-1_false;-26.319309043187783,834.3295790009652,0.0_-0.004189883100478097,0.1437497319555998,0.0_1.0_-1_false;
6.074728412013447,-0.22767989459090965,0.0_0.001023475121376066,-4.154930533777741E-5,0.0_1836.15_1_false;-5.730224775100555,-0.09759123163512007,0.0_-9.694427297171251E-4,-2.2077327652532634E-5,0.0_1836.15_1_false;-606.2368540049041,660.4232496974173,0.0_-0.09502170636693179,0.10307832062510486,0.0_1.0_-1_false;-26.32349891276544,834.4733287225052,0.0_-0.004189869577657033,0.14374972154005436,0.0_1.0_-1_false;
6.075751906669225,-0.2277214441051791,0.0_0.0010234946557781703,-4.154951426946152E-5,0.0_1836.15_1_false;-5.731194237369502,-0.0976133087410454,0.0_-9.694622689470045E-4,-2.207710592533235E-5,0.0_1836.15_1_false;-606.3318757159249,660.5263280049595,0.0_-0.09502171102072782,0.10307830754222579,0.0_1.0_-1_false;-26.327688768824782,834.6170784336337,0.0_-0.004189856059341523,0.1437497111284464,0.0_1.0_-1_false;
6.076775420852812,-0.2277629938283056,0.0_0.0010235141835862821,-4.15497231264681E-5,0.0_1836.15_1_false;-5.7321637191710835,-0.09763538562532247,0.0_-9.694818015813726E-4,-2.2076884277059732E-5,0.0_1836.15_1_false;-606.4268974315977,660.6294062994227,0.0_-0.09502171567280987,0.10307829446321527,0.0_1.0_-1_false;-26.33187861137031,834.7608281343544,0.0_-0.0041898425455293336,0.14374970072077378,0.0_1.0_-1_false;
6.077798954557616,-0.22780454376021442,0.0_0.001023533704803611,-4.154993190883562E-5,0.0_1836.15_1_false;-5.733133220498707,-0.09765746228803014,0.0_-9.695013276234391E-4,-2.207666270767418E-5,0.0_1836.15_1_false;-606.5219191519209,660.7324845808108,0.0_-0.09502172032317889,0.10307828138807161,0.0_1.0_-1_false;-26.336068440406528,834.9045778246714,0.0_-0.004189829036218234,0.1437496903170343,0.0_1.0_-1_false;
6.078822507777049,-0.22784609390083102,0.0_0.0010235532194333636,-4.155014061660255E-5,0.0_1836.15_1_false;-5.734102741345783,-0.09767953872924728,0.0_-9.695208470764119E-4,-2.2076441217135117E-5,0.0_1836.15_1_false;-606.6169408768927,660.8355628491277,0.0_-0.09502172497183577,0.1030782683167931,0.0_1.0_-1_false;-26.340258255937933,835.0483275045887,0.0_-0.004189815531405996,0.14374967991722573,0.0_1.0_-1_false;
6.079846080504527,-0.22788764425008082,0.0_0.0010235727274787454,-4.155034924980731E-5,0.0_1836.15_1_false;-5.735072281705727,-0.09770161494905269,0.0_-9.695403599434966E-4,-2.2076219805402E-5,0.0_1836.15_1_false;-606.7119626065115,660.938641104377,0.0_-0.09502172961878143,0.1030782552493781,0.0_1.0_-1_false;-26.34444805796902,835.19207717411,0.0_-0.004189802031090392,0.14374966952134588,0.0_1.0_-1_false;
6.080869672733471,-0.2279291948078893,0.0_0.0010235922289429592,-4.1550557808488304E-5,0.0_1836.15_1_false;-5.7360418415719545,-0.09772369094752513,0.0_-9.695598662278971E-4,-2.2075998472434298E-5,0.0_1836.15_1_false;-606.8069843407756,661.0417193465628,0.0_-0.09502173426401676,0.10307824218582487,0.0_1.0_-1_false;-26.34863784650429,835.3358268332394,0.0_-0.004189788535269193,0.14374965912939258,0.0_1.0_-1_false;
6.0818932844572995,-0.227970745574182,0.0_0.001023611723829206,-4.1550766292683916E-5,0.0_1836.15_1_false;-5.737011420937887,-0.09774576672474332,0.0_-9.69579365932815E-4,-2.207577721819152E-5,0.0_1836.15_1_false;-606.9020060796831,661.1447975756889,0.0_-0.0950217389075427,0.10307822912613174,0.0_1.0_-1_false;-26.35282762154823,835.4795764819808,0.0_-0.004189775043940178,0.1437496487413636,0.0_1.0_-1_false;
6.08291691566944,-0.22801229654888444,0.0_0.0010236312121406847,-4.15509747024325E-5,0.0_1836.15_1_false;-5.7379810197969485,-0.09776784228078596,0.0_-9.6959885906145E-4,-2.20755560426332E-5,0.0_1836.15_1_false;-606.9970278232325,661.2478757917593,0.0_-0.09502174354936016,0.10307821607029699,0.0_1.0_-1_false;-26.35701738310533,835.623326120338,0.0_-0.00418976155710112,0.14374963835725676,0.0_1.0_-1_false;
6.083940566363321,-0.22805384773192222,0.0_0.0010236506938805922,-4.155118303777238E-5,0.0_1836.15_1_false;-5.7389506381425655,-0.09778991761573168,0.0_-9.69618345617E-4,-2.207533494571889E-5,0.0_1836.15_1_false;-607.092049571422,661.3509539947776,0.0_-0.09502174818947003,0.10307820301831896,0.0_1.0_-1_false;-26.36120713118008,835.767075748315,0.0_-0.004189748074749799,0.1437496279770699,0.0_1.0_-1_false;
6.084964236532373,-0.22809539912322097,0.0_0.001023670169052124,-4.155139129874185E-5,0.0_1836.15_1_false;-5.739920275968168,-0.09781199272965908,0.0_-9.696378256026604E-4,-2.2075113927408185E-5,0.0_1836.15_1_false;-607.1870713242498,661.4540321847478,0.0_-0.09502175282787323,0.10307818997019597,0.0_1.0_-1_false;-26.365396865776965,835.9108253659158,0.0_-0.004189734596883993,0.1437496176008008,0.0_1.0_-1_false;
6.085987926170031,-0.22813695072270634,0.0_0.0010236896376584728,-4.155159948537921E-5,0.0_1836.15_1_false;-5.74088993326719,-0.09783406762264675,0.0_-9.696572990216252E-4,-2.2074892987660694E-5,0.0_1836.15_1_false;-607.2820930817144,661.5571103616737,0.0_-0.09502175746457066,0.10307817692592632,0.0_1.0_-1_false;-26.369586586900468,836.0545749731442,0.0_-0.004189721123501484,0.14374960722844726,0.0_1.0_-1_false;
6.087011635269733,-0.22817850253030406,0.0_0.0010237090997028296,-4.155180759772269E-5,0.0_1836.15_1_false;-5.7418596100330666,-0.09785614229477319,0.0_-9.69676765877086E-4,-2.2074672126436053E-5,0.0_1836.15_1_false;-607.377114843814,661.6601885255592,0.0_-0.09502176209956326,0.1030781638855083,0.0_1.0_-1_false;-26.373776294555068,836.1983245700043,0.0_-0.004189707654600054,0.1437495968600071,0.0_1.0_-1_false;
6.088035363824922,-0.22822005454593985,0.0_0.0010237285551883833,-4.1552015635810515E-5,0.0_1836.15_1_false;-5.742829306259239,-0.09787821674611688,0.0_-9.696962261722323E-4,-2.207445134369393E-5,0.0_1836.15_1_false;-607.4721366105468,661.7632666764081,0.0_-0.09502176673285188,0.10307815084894029,0.0_1.0_-1_false;-26.377965988745245,836.3420741564997,0.0_-0.0041896941901774865,0.14374958649547817,0.0_1.0_-1_false;
6.08905911182904,-0.22826160676953955,0.0_0.0010237480041183208,-4.1552223599680897E-5,0.0_1836.15_1_false;-5.743799021939149,-0.09790029097675627,0.0_-9.697156799102522E-4,-2.207423063939402E-5,0.0_1836.15_1_false;-607.5671583819113,661.8663448142242,0.0_-0.09502177136443746,0.10307813781622054,0.0_1.0_-1_false;-26.382155669475477,836.4858237326346,0.0_-0.004189680730231566,0.14374957613485825,0.0_1.0_-1_false;
6.090082879275536,-0.22830315920102892,0.0_0.0010237674464958274,-4.155243148937201E-5,0.0_1836.15_1_false;-5.744768757066244,-0.09792236498676977,0.0_-9.697351270943313E-4,-2.207401001349604E-5,0.0_1836.15_1_false;-607.6621801579056,661.9694229390116,0.0_-0.0950217759943209,0.10307812478734739,0.0_1.0_-1_false;-26.386345336750235,836.6295732984128,0.0_-0.004189667274760079,0.14374956577814513,0.0_1.0_-1_false;
6.0911066661578595,-0.22834471184033384,0.0_0.0010237868823240858,-4.1552639304922E-5,0.0_1836.15_1_false;-5.745738511633972,-0.09794443877623574,0.0_-9.697545677276532E-4,-2.2073789465959738E-5,0.0_1836.15_1_false;-607.757201938528,662.0725010507739,0.0_-0.09502178062250312,0.10307811176231918,0.0_1.0_-1_false;-26.390534990573997,836.7733228538381,0.0_-0.004189653823760815,0.14374955542533668,0.0_1.0_-1_false;
6.092130472469465,-0.2283862646873802,0.0_0.0010238063116062774,-4.1552847046369004E-5,0.0_1836.15_1_false;-5.746708285635785,-0.09796651234523249,0.0_-9.697740018133995E-4,-2.2073568996744883E-5,0.0_1836.15_1_false;-607.852223723777,662.175579149515,0.0_-0.09502178524898501,0.1030780987411342,0.0_1.0_-1_false;-26.394724630951227,836.9170723989145,0.0_-0.004189640377231564,0.1437495450764307,0.0_1.0_-1_false;
6.093154298203811,-0.22842781774209397,0.0_0.0010238257343455808,-4.155305471375111E-5,0.0_1836.15_1_false;-5.74767807906514,-0.0979885856938383,0.0_-9.697934293547501E-4,-2.2073348605811278E-5,0.0_1836.15_1_false;-607.9472455136507,662.2786572352388,0.0_-0.09502178987376747,0.10307808572379079,0.0_1.0_-1_false;-26.398914257886396,837.0608219336459,0.0_-0.004189626935170116,0.14374953473142504,0.0_1.0_-1_false;
6.094178143354356,-0.2284693710044011,0.0_0.0010238451505451733,-4.1553262307106395E-5,0.0_1836.15_1_false;-5.748647891915494,-0.09801065882213142,0.0_-9.698128503548828E-4,-2.2073128293118754E-5,0.0_1836.15_1_false;-608.0422673081475,662.3817353079492,0.0_-0.09502179449685141,0.10307807271028725,0.0_1.0_-1_false;-26.40310387138397,837.2045714580362,0.0_-0.004189613497574263,0.14374952439031746,0.0_1.0_-1_false;
6.095202007914565,-0.22851092447422758,0.0_0.0010238645602082298,-4.1553469826472906E-5,0.0_1836.15_1_false;-5.749617724180311,-0.09803273173019005,0.0_-9.698322648169733E-4,-2.2072908058627154E-5,0.0_1836.15_1_false;-608.1372891072658,662.4848133676497,0.0_-0.09502179911823774,0.10307805970062194,0.0_1.0_-1_false;-26.407293471448412,837.3483209720893,0.0_-0.004189600064441798,0.14374951405310585,0.0_1.0_-1_false;
6.096225891877903,-0.22855247815149946,0.0_0.0010238839633379235,-4.155367727188866E-5,0.0_1836.15_1_false;-5.750587575853055,-0.09805480441809235,0.0_-9.698516727441953E-4,-2.2072687902296366E-5,0.0_1836.15_1_false;-608.2323109110038,662.5878914143445,0.0_-0.09502180373792735,0.10307804669479315,0.0_1.0_-1_false;-26.411483058084183,837.492070475809,0.0_-0.004189586635770519,0.143749503719788,0.0_1.0_-1_false;
6.09724979523784,-0.22859403203614284,0.0_0.0010239033599374254,-4.155388464339166E-5,0.0_1836.15_1_false;-5.751557446927195,-0.09807687688591643,0.0_-9.698710741397207E-4,-2.2072467824086295E-5,0.0_1836.15_1_false;-608.3273327193597,662.6909694480373,0.0_-0.09502180835592113,0.10307803369279919,0.0_1.0_-1_false;-26.41567263129574,837.6358199691994,0.0_-0.004189573211558221,0.14374949339036178,0.0_1.0_-1_false;
6.0982737179878495,-0.22863558612808385,0.0_0.0010239227500099045,-4.155409194101989E-5,0.0_1836.15_1_false;-5.752527337396201,-0.09809894913374038,0.0_-9.69890469006719E-4,-2.207224782395687E-5,0.0_1836.15_1_false;-608.4223545323318,662.794047468732,0.0_-0.09502181297222001,0.10307802069463842,0.0_1.0_-1_false;-26.419862191087546,837.7795694522642,0.0_-0.004189559791802701,0.143749483064825,0.0_1.0_-1_false;
6.099297660121408,-0.22867714042724865,0.0_0.0010239421335585279,-4.155429916481129E-5,0.0_1836.15_1_false;-5.7534972472535495,-0.09812102116164226,0.0_-9.699098573483584E-4,-2.2072027901868053E-5,0.0_1836.15_1_false;-608.5173763499187,662.8971254764323,0.0_-0.09502181758682487,0.10307800770030916,0.0_1.0_-1_false;-26.424051737464048,837.9233189250074,0.0_-0.004189546376501762,0.14374947274317545,0.0_1.0_-1_false;
6.100321621631995,-0.22871869493356345,0.0_0.0010239615105864608,-4.155450631480378E-5,0.0_1836.15_1_false;-5.754467176492717,-0.09814309296970004,0.0_-9.699292391678044E-4,-2.207180805777983E-5,0.0_1836.15_1_false;-608.6123981721184,663.0002034711421,0.0_-0.09502182219973662,0.10307799470980972,0.0_1.0_-1_false;-26.4282412704297,838.0670683874328,0.0_-0.0041895329656532025,0.143749462425411,0.0_1.0_-1_false;
6.101345602513092,-0.2287602496469545,0.0_0.0010239808810968663,-4.155471339103526E-5,0.0_1836.15_1_false;-5.755437125107186,-0.0981651645579917,0.0_-9.69948614468221E-4,-2.2071588291652215E-5,0.0_1836.15_1_false;-608.7074199989294,663.1032814528652,0.0_-0.09502182681095615,0.10307798172313844,0.0_1.0_-1_false;-26.432430789988956,838.2108178395442,0.0_-0.004189519559254826,0.1437494521115295,0.0_1.0_-1_false;
6.102369602758185,-0.22880180456734803,0.0_0.0010240002450929058,-4.1554920393543595E-5,0.0_1836.15_1_false;-5.756407093090439,-0.09818723592659515,0.0_-9.6996798325277E-4,-2.2071368603445244E-5,0.0_1836.15_1_false;-608.8024418303498,663.2063594216055,0.0_-0.09502183142048436,0.10307796874029364,0.0_1.0_-1_false;-26.43662029614626,838.3545672813458,0.0_-0.004189506157304436,0.14374944180152877,0.0_1.0_-1_false;
6.1033936223607625,-0.2288433596946704,0.0_0.001024019602577738,-4.1555127322366644E-5,0.0_1836.15_1_false;-5.757377080435964,-0.09820930707558827,0.0_-9.699873455246113E-4,-2.207114899311899E-5,0.0_1836.15_1_false;-608.8974636663781,663.3094373773667,0.0_-0.09502183602832215,0.10307795576127365,0.0_1.0_-1_false;-26.44080978890606,838.4983167128412,0.0_-0.004189492759799838,0.14374943149540664,0.0_1.0_-1_false;
6.104417661314317,-0.22888491502884795,0.0_0.0010240389535545204,-4.1555334177542224E-5,0.0_1836.15_1_false;-5.758347087137251,-0.0982313780050489,0.0_-9.700067012869028E-4,-2.2070929460633537E-5,0.0_1836.15_1_false;-608.9924855070126,663.4125153201528,0.0_-0.09502184063447042,0.10307794278607683,0.0_1.0_-1_false;-26.4449992682728,838.6420661340344,0.0_-0.004189479366738838,0.14374942119316095,0.0_1.0_-1_false;
6.105441719612343,-0.22892647056980706,0.0_0.001024058298026408,-4.1555540959108134E-5,0.0_1836.15_1_false;-5.759317113187794,-0.09825344871505486,0.0_-9.700260505428007E-4,-2.2070710005949006E-5,0.0_1836.15_1_false;-609.0875073522515,663.5155932499675,0.0_-0.09502184523893005,0.10307792981470147,0.0_1.0_-1_false;-26.449188734250917,838.7858155449292,0.0_-0.004189465978119245,0.14374941089478954,0.0_1.0_-1_false;
6.106465797248339,-0.22896802631747415,0.0_0.0010240776359965547,-4.1555747667102144E-5,0.0_1836.15_1_false;-5.760287158581089,-0.09827551920568388,0.0_-9.700453932954585E-4,-2.2070490629025546E-5,0.0_1836.15_1_false;-609.1825292020932,663.6186711668147,0.0_-0.09502184984170196,0.10307791684714593,0.0_1.0_-1_false;-26.453378186844855,838.9295649455295,0.0_-0.004189452593938868,0.1437494006002903,0.0_1.0_-1_false;
6.107489894215807,-0.2290095822717757,0.0_0.0010240969674681108,-4.1555954301562006E-5,0.0_1836.15_1_false;-5.761257223310636,-0.0982975894770137,0.0_-9.700647295480285E-4,-2.2070271329823325E-5,0.0_1836.15_1_false;-609.2775510565359,663.7217490706981,0.0_-0.09502185444278705,0.10307790388340853,0.0_1.0_-1_false;-26.45756762605905,839.0733143358391,0.0_-0.0041894392141955195,0.143749390309661,0.0_1.0_-1_false;
6.108514010508252,-0.22905113843263822,0.0_0.0010241162924442262,-4.1556160862525435E-5,0.0_1836.15_1_false;-5.76222730736994,-0.098319659529122,0.0_-9.700840593036607E-4,-2.2070052108302543E-5,0.0_1836.15_1_false;-609.3725729155781,663.8248269616216,0.0_-0.09502185904218617,0.10307789092348758,0.0_1.0_-1_false;-26.461757051897937,839.217063715862,0.0_-0.00418942583888701,0.14374938002289955,0.0_1.0_-1_false;
6.10953814611918,-0.22909269479998826,0.0_0.0010241356109280486,-4.1556367350030135E-5,0.0_1836.15_1_false;-5.763197410752506,-0.09834172936208642,0.0_-9.70103382565503E-4,-2.2069832964423424E-5,0.0_1836.15_1_false;-609.467594779218,663.927904839589,0.0_-0.09502186363990026,0.10307787796738148,0.0_1.0_-1_false;-26.46594646436595,839.360813085602,0.0_-0.004189412468011155,0.1437493697400038,0.0_1.0_-1_false;
6.110562301042102,-0.22913425137375237,0.0_0.0010241549229227228,-4.155657376411378E-5,0.0_1836.15_1_false;-5.764167533451842,-0.09836379897598456,0.0_-9.701226993367017E-4,-2.2069613898146217E-5,0.0_1836.15_1_false;-609.5626166474539,664.0309827046041,0.0_-0.09502186823593017,0.10307786501508852,0.0_1.0_-1_false;-26.470135863467515,839.504562445063,0.0_-0.00418939910156577,0.14374935946097153,0.0_1.0_-1_false;
6.111586475270534,-0.22917580815385719,0.0_0.0010241742284313924,-4.155678010481401E-5,0.0_1836.15_1_false;-5.765137675461463,-0.098385868370894,0.0_-9.701420096204008E-4,-2.2069394909431194E-5,0.0_1836.15_1_false;-609.6576385202842,664.1340605566706,0.0_-0.09502187283027684,0.10307785206660704,0.0_1.0_-1_false;-26.474325249207062,839.6483117942488,0.0_-0.004189385739548671,0.14374934918580065,0.0_1.0_-1_false;
6.112610668797991,-0.22921736514022936,0.0_0.0010241935274571989,-4.155698637216845E-5,0.0_1836.15_1_false;-5.766107836774883,-0.09840793754689224,0.0_-9.701613134197425E-4,-2.206917599823867E-5,0.0_1836.15_1_false;-609.7526603977071,664.2371383957926,0.0_-0.09502187742294113,0.10307783912193538,0.0_1.0_-1_false;-26.47851462158902,839.7920611331633,0.0_-0.004189372381957677,0.143749338914489,0.0_1.0_-1_false;
6.113634881617995,-0.22925892233279557,0.0_0.0010242128200032817,-4.15571925662147E-5,0.0_1836.15_1_false;-5.767078017385621,-0.09843000650405677,0.0_-9.701806107378668E-4,-2.2068957164528964E-5,0.0_1836.15_1_false;-609.8476822797211,664.3402162219737,0.0_-0.09502188201392395,0.1030778261810719,0.0_1.0_-1_false;-26.48270398061781,839.9358104618103,0.0_-0.004189359028790606,0.1437493286470344,0.0_1.0_-1_false;
6.114659113724068,-0.22930047973148257,0.0_0.0010242321060727783,-4.1557398686990325E-5,0.0_1836.15_1_false;-5.768048217287198,-0.09845207524246503,0.0_-9.701999015779123E-4,-2.2068738408262435E-5,0.0_1836.15_1_false;-609.9427041663243,664.4432940352177,0.0_-0.09502188660322618,0.10307781324401494,0.0_1.0_-1_false;-26.486893326297857,840.0795597801938,0.0_-0.004189345680045281,0.14374931838343474,0.0_1.0_-1_false;
6.115683365109737,-0.2293420373362171,0.0_0.0010242513856688247,-4.155760473453288E-5,0.0_1836.15_1_false;-5.769018436473141,-0.09847414376219443,0.0_-9.70219185943015E-4,-2.2068519729399467E-5,0.0_1836.15_1_false;-610.0377260575152,664.5463718355285,0.0_-0.0950218911908487,0.1030778003107628,0.0_1.0_-1_false;-26.491082658633577,840.2233090883175,0.0_-0.004189332335719524,0.14374930812368789,0.0_1.0_-1_false;
6.116707635768531,-0.229383595146926,0.0_0.001024270658794554,-4.155781070887988E-5,0.0_1836.15_1_false;-5.769988674936977,-0.09849621206332233,0.0_-9.702384638363094E-4,-2.2068301127900467E-5,0.0_1836.15_1_false;-610.132747953292,664.6494496229097,0.0_-0.09502189577679242,0.10307778738131386,0.0_1.0_-1_false;-26.495271977629386,840.3670583861852,0.0_-0.0041893189958111575,0.1437492978677917,0.0_1.0_-1_false;
6.117731925693984,-0.22942515316353607,0.0_0.001024289925453098,-4.1558016610068834E-5,0.0_1836.15_1_false;-5.770958932672238,-0.09851828014592606,0.0_-9.702577352609277E-4,-2.2068082603725868E-5,0.0_1836.15_1_false;-610.2277698536531,664.7525273973654,0.0_-0.09502190036105822,0.10307777445566645,0.0_1.0_-1_false;-26.499461283289705,840.510807673801,0.0_-0.004189305660318008,0.14374928761574401,0.0_1.0_-1_false;
6.118756234879632,-0.22946671138597421,0.0_0.0010243091856475862,-4.15582224381372E-5,0.0_1836.15_1_false;-5.771929209672458,-0.09854034801008289,0.0_-9.702770002200004E-4,-2.206786415683613E-5,0.0_1836.15_1_false;-610.3227917585967,664.8556051588992,0.0_-0.09502190494364698,0.10307776153381891,0.0_1.0_-1_false;-26.50365057561894,840.6545569511685,0.0_-0.0041892923292379015,0.1437492773675427,0.0_1.0_-1_false;
6.119780563319012,-0.22950826981416733,0.0_0.0010243284393811468,-4.155842819312244E-5,0.0_1836.15_1_false;-5.772899505931175,-0.09856241565587008,0.0_-9.70296258716656E-4,-2.2067645787191745E-5,0.0_1836.15_1_false;-610.4178136681213,664.9586829075149,0.0_-0.09502190952455962,0.1030777486157696,0.0_1.0_-1_false;-26.50783985462151,840.7983062182917,0.0_-0.004189279002568667,0.14374926712318561,0.0_1.0_-1_false;
6.120804911005669,-0.2295498284480424,0.0_0.0010243476866569055,-4.155863387506198E-5,0.0_1836.15_1_false;-5.773869821441929,-0.09858448308336483,0.0_-9.703155107540208E-4,-2.206742749475322E-5,0.0_1836.15_1_false;-610.5128355822251,665.0617606432164,0.0_-0.09502191410379698,0.10307773570151685,0.0_1.0_-1_false;-26.512029120301815,840.9420554751744,0.0_-0.004189265680308133,0.14374925688267065,0.0_1.0_-1_false;
6.121829277933147,-0.22959138728752637,0.0_0.001024366927477986,-4.155883948399321E-5,0.0_1836.15_1_false;-5.774840156198264,-0.09860655029264431,0.0_-9.703347563352196E-4,-2.2067209279481095E-5,0.0_1836.15_1_false;-610.6078575009064,665.1648383660075,0.0_-0.09502191868136,0.10307772279105902,0.0_1.0_-1_false;-26.51621837266427,841.0858047218203,0.0_-0.004189252362454131,0.14374924664599564,0.0_1.0_-1_false;
6.122853664094994,-0.22963294633254633,0.0_0.0010243861618475102,-4.1559045019953504E-5,0.0_1836.15_1_false;-5.775810510193728,-0.09862861728378565,0.0_-9.703539954633748E-4,-2.2066991141335937E-5,0.0_1836.15_1_false;-610.7028794241637,665.2679160758919,0.0_-0.09502192325724952,0.10307770988439445,0.0_1.0_-1_false;-26.520407611713274,841.2295539582335,0.0_-0.004189239049004494,0.14374923641315848,0.0_1.0_-1_false;
6.123878069484763,-0.22967450558302932,0.0_0.0010244053897685984,-4.1559250482980216E-5,0.0_1836.15_1_false;-5.7767808834218695,-0.09865068405686593,0.0_-9.703732281416071E-4,-2.2066773080278337E-5,0.0_1836.15_1_false;-610.7979013519952,665.3709937728734,0.0_-0.09502192783146644,0.10307769698152149,0.0_1.0_-1_false;-26.52459683745323,841.3733031844176,0.0_-0.004189225739957054,0.14374922618415703,0.0_1.0_-1_false;
6.124902494096007,-0.22971606503890243,0.0_0.0010244246112443682,-4.155945587311067E-5,0.0_1836.15_1_false;-5.777751275876242,-0.0986727506119622,0.0_-9.703924543730353E-4,-2.206655509626891E-5,0.0_1836.15_1_false;-610.8929232843992,665.4740714569558,0.0_-0.09502193240401166,0.10307768408243849,0.0_1.0_-1_false;-26.52878604988854,841.5170524003767,0.0_-0.004189212435309649,0.14374921595898915,0.0_1.0_-1_false;
6.125926937922285,-0.2297576247000928,0.0_0.0010244438262779357,-4.155966119038216E-5,0.0_1836.15_1_false;-5.778721687550403,-0.09869481694915147,0.0_-9.704116741607762E-4,-2.2066337189268296E-5,0.0_1836.15_1_false;-610.987945221374,665.577149128143,0.0_-0.09502193697488606,0.1030776711871438,0.0_1.0_-1_false;-26.5329752490236,841.6608016061143,0.0_-0.004189199135060113,0.14374920573765274,0.0_1.0_-1_false;
6.126951400957158,-0.22979918456652765,0.0_0.0010244630348724153,-4.155986643483197E-5,0.0_1836.15_1_false;-5.779692118437911,-0.0987168830685107,0.0_-9.704308875079444E-4,-2.2066119359237173E-5,0.0_1836.15_1_false;-611.0829671629182,665.6802267864387,0.0_-0.09502194154409051,0.10307765829563578,0.0_1.0_-1_false;-26.537164434862806,841.8045508016345,0.0_-0.004189185839206285,0.14374919552014565,0.0_1.0_-1_false;
6.127975883194189,-0.22984074463813414,0.0_0.001024482237030919,-4.1560071606497345E-5,0.0_1836.15_1_false;-5.780662568532328,-0.09873894897011684,0.0_-9.704500944176529E-4,-2.206590160613623E-5,0.0_1836.15_1_false;-611.1779891090298,665.7833044318465,0.0_-0.0950219461116259,0.10307764540791277,0.0_1.0_-1_false;-26.541353607410553,841.9482999869409,0.0_-0.004189172547746004,0.14374918530646574,0.0_1.0_-1_false;
6.129000384626946,-0.22988230491483955,0.0_0.0010245014327565569,-4.156027670541551E-5,0.0_1836.15_1_false;-5.781633037827222,-0.09876101465404677,0.0_-9.704692948930126E-4,-2.206568392992619E-5,0.0_1836.15_1_false;-611.2730110597073,665.8863820643705,0.0_-0.0950219506774931,0.10307763252397313,0.0_1.0_-1_false;-26.54554276667123,842.0920491620375,0.0_-0.004189159260677111,0.14374917509661095,0.0_1.0_-1_false;
6.130024905248998,-0.22992386539657117,0.0_0.0010245206220524377,-4.156048173162368E-5,0.0_1836.15_1_false;-5.782603526316159,-0.09878308012037734,0.0_-9.704884889371327E-4,-2.2065466330567802E-5,0.0_1836.15_1_false;-611.368033014949,665.9894596840144,0.0_-0.095021955241693,0.1030776196438152,0.0_1.0_-1_false;-26.549731912649225,842.235798326928,0.0_-0.00418914597799745,0.14374916489057907,0.0_1.0_-1_false;
6.13104944505392,-0.22996542608325632,0.0_0.0010245398049216672,-4.156068668515902E-5,0.0_1836.15_1_false;-5.7835740339927115,-0.09880514536918536,0.0_-9.7050767655312E-4,-2.2065248808021833E-5,0.0_1836.15_1_false;-611.4630549747532,666.0925372907818,0.0_-0.0950219598042265,0.10307760676743737,0.0_1.0_-1_false;-26.55392104534893,842.3795474816164,0.0_-0.004189132699704862,0.14374915468836807,0.0_1.0_-1_false;
