Simulation_ID-0_NAME-TEST
Particle Count: 4
1.0,0.0,0.0_0.0,0.0,0.0_1836.15_1_false;-1.0,0.0,0.0_0.0,0.0,0.0_1836.15_1_false;2.0,0.0,0.0_0.0,0.065,0.0_1.0_-1_false;-2.0,0.0,0.0_0.0,0.065,0.0_1.0_-1_false;
1.2590950922828081,-0.006200692748978983,0.0_3.796421214060002E-4,-3.2970147525450614E-5,0.0_1836.15_1_false;-1.2175869543544822,0.03831128241060726,0.0_-3.253319271926192E-4,-3.2180263893586935E-5,0.0_1836.15_1_false;-74.10376868476268,82.36831424167305,0.0_-0.09483256042913127,0.10339469346938698,0.0_1.0_-1_false;-2.1113987723389727,27.931826551128403,0.0_-0.004889102675769098,0.14623123445767872,0.0_1.0_-1_false;
1.259475177566875,-0.006233667296132296,0.0_3.800852840670726E-4,-3.297454715331297E-5,0.0_1836.15_1_false;-1.2179127302649295,0.038279113784621226,0.0_-3.2577591044731703E-4,-3.216862598603024E-5,0.0_1836.15_1_false;-74.19860118988944,82.47170869974426,0.0_-0.09483250512675909,0.10339445807120914,0.0_1.0_-1_false;-2.1162864235841288,28.078044730416998,0.0_-0.004887651245156001,0.14621817928859582,0.0_1.0_-1_false;
1.2598557057669755,-0.006266646271584951,0.0_3.805282001004689E-4,-3.297897545265567E-5,0.0_1836.15_1_false;-1.2182389499043735,0.03824695675308567,0.0_-3.26219639444068E-4,-3.215703153555339E-5,0.0_1836.15_1_false;-74.2934336409478,82.57510292309944,0.0_-0.09483245105834573,0.10339422335517681,0.0_1.0_-1_false;-2.1211726361750345,28.22424998629322,0.0_-0.004886212590905802,0.14620525587622316,0.0_1.0_-1_false;
1.2602366766362687,-0.006299629703474096,0.0_3.809708692932617E-4,-3.298343188914426E-5,0.0_1836.15_1_false;-1.218565613018475,0.03821481127311461,0.0_-3.2666311410139813E-4,-3.214547997105969E-5,0.0_1836.15_1_false;-74.38826603916465,82.67849691241584,0.0_-0.09483239821684496,0.10339398931639494,0.0_1.0_-1_false;-2.126057422653731,28.370442448488937,0.0_-0.00488478647869633,0.14619246219571846,0.0_1.0_-1_false;
1.2606180899277046,-0.006332617619413422,0.0_3.8141329143598335E-4,-3.2987915939326366E-5,0.0_1836.15_1_false;-1.2188927193528132,0.03818267730238136,0.0_-3.2710633433818986E-4,-3.213397073324911E-5,0.0_1836.15_1_false;-74.48309838575989,82.78189066836585,0.0_-0.09483234659524585,0.10339375595000408,0.0_1.0_-1_false;-2.1309407953335997,28.51662224475278,0.0_-0.004883372679868764,0.1461797962638453,0.0_1.0_-1_false;
1.2609999453940273,-0.006365610046503779,0.0_3.818554663225445E-4,-3.29924270903572E-5,0.0_1836.15_1_false;-1.2192202686528868,0.03815055479910705,0.0_-3.2754930007369035E-4,-3.2122503274312275E-5,0.0_1836.15_1_false;-74.57793068194646,82.88528419161703,0.0_-0.0948322961865726,0.10339352325118022,0.0_1.0_-1_false;-2.135822766304862,28.66278950089069,0.0_-0.004881970971262021,0.14616725613790754,0.0_1.0_-1_false;
1.2613822427877774,-0.006398607011343513,0.0_3.822973937501556E-4,-3.2996964839733364E-5,0.0_1836.15_1_false;-1.2195482606641144,0.038118443722049415,0.0_-3.2799201122752074E-4,-3.211107705763381E-5,0.0_1836.15_1_false;-74.67276292893034,82.98867748283217,0.0_-0.09483224698388433,0.10339329121513445,0.0_1.0_-1_false;-2.140703347439915,28.808944340805404,0.0_-0.004880581135052831,0.14615483991471617,0.0_1.0_-1_false;
1.2617649818612966,-0.006431608540038547,0.0_3.82739073519251E-4,-3.30015286950347E-5,0.0_1836.15_1_false;-1.219876695131834,0.03808634403049191,0.0_-3.2843446771968395E-4,-3.2099691557504986E-5,0.0_1836.15_1_false;-74.76759512791061,83.09207054266929,0.0_-0.09483219898027491,0.1033930598371128,0.0_1.0_-1_false;-2.145582550398516,28.955086886534993,0.0_-0.00487920295860126,0.14614254572958785,0.0_1.0_-1_false;
1.26214816236673,-0.0064646146582122204,0.0_3.831805054334155E-4,-3.300611817367375E-5,0.0_1836.15_1_false;-1.2202055718013047,0.03805425568423306,0.0_-3.288766694705731E-4,-3.2088346258845105E-5,0.0_1836.15_1_false;-74.86242728007949,83.19546337178168,0.0_-0.09483215216887274,0.10339282911239595,0.0_1.0_-1_false;-2.1504603866328176,29.101217258290365,0.0_-0.00487783623430147,0.14613037175537347,0.0_1.0_-1_false;
1.2625317840560295,-0.006497625391014873,0.0_3.8362168929931365E-4,-3.30107328026527E-5,0.0_1836.15_1_false;-1.2205348904177058,0.03802217864357613,0.0_-3.293186164009791E-4,-3.2077040656931446E-5,0.0_1836.15_1_false;-74.95725938662233,83.29885597081798,0.0_-0.0948321065428406,0.10339259903629894,0.0_1.0_-1_false;-2.155336867392255,29.24733557449188,0.0_-0.004876480759437521,0.14611831620151639,0.0_1.0_-1_false;
1.262915846680956,-0.006530640763133201,0.0_3.8406262492662115E-4,-3.3015372118327534E-5,0.0_1836.15_1_false;-1.2208646507261378,0.03799011286931899,0.0_-3.297603084320982E-4,-3.206577425713736E-5,0.0_1836.15_1_false;-75.0520914487177,83.40224834042215,0.0_-0.09483206209537548,0.10339236960417107,0.0_1.0_-1_false;-2.160212003728299,29.39344195180502,0.0_-0.004875136336044016,0.14610637731313866,0.0_1.0_-1_false;
1.263300349993084,-0.00656366079879938,0.0_3.8450331212795875E-4,-3.302003566617902E-5,0.0_1836.15_1_false;-1.2211948524716234,0.03795805832274431,0.0_-3.3020174548553926E-4,-3.205454657467837E-5,0.0_1836.15_1_false;-75.1469234675374,83.50564048123354,0.0_-0.09483201881970833,0.10339214081139553,0.0_1.0_-1_false;-2.1650858064990706,29.539536505175175,0.0_-0.0048738027707713885,0.14609455337015462,0.0_1.0_-1_false;
1.2636852937438028,-0.00659668552179997,0.0_3.849437507188281E-4,-3.302472300059053E-5,0.0_1836.15_1_false;-1.2215254953991068,0.03792601496560995,0.0_-3.306429274833308E-4,-3.2043357134365813E-5,0.0_1836.15_1_false;-75.24175544424651,83.60903239388693,0.0_-0.09483197670910394,0.1033919126533892,0.0_1.0_-1_false;-2.1699582863738263,29.685619347861586,0.0_-0.004872479874755687,0.14608284268641075,0.0_1.0_-1_false;
1.2640706776843202,-0.006629714955484602,0.0_3.853839405175498E-4,-3.3029433684632224E-5,0.0_1836.15_1_false;-1.2218565792534548,0.037893982760139576,0.0_-3.310838543479274E-4,-3.2032205470367955E-5,0.0_1836.15_1_false;-75.33658738000337,83.71242407901254,0.0_-0.09483193575686072,0.10339168512560243,0.0_1.0_-1_false;-2.1748294538373187,29.831690591470437,0.0_-0.004871167463492652,0.146071243608851,0.0_1.0_-1_false;
1.2644565015656655,-0.006662749122774454,0.0_3.8582388134520367E-4,-3.303416728985151E-5,0.0_1836.15_1_false;-1.222188103779457,0.0378619616690136,0.0_-3.315245260022168E-4,-3.202109112597816E-5,0.0_1836.15_1_false;-75.43141927595967,83.81581553723605,0.0_-0.09483189595631059,0.10339145822351878,0.0_1.0_-1_false;-2.1796993191940346,29.977750345987143,0.0_-0.004869865356715942,0.1460597545167067,0.0_1.0_-1_false;
1.264842765138691,-0.006695788046170523,0.0_3.862635730255706E-4,-3.303892339606961E-5,0.0_1836.15_1_false;-1.2225200687218265,0.03782995165536021,0.0_-3.3196494236952575E-4,-3.201001365338991E-5,0.0_1836.15_1_false;-75.52625113326049,83.9192067691787,0.0_-0.09483185730081872,0.1033912319426548,0.0_1.0_-1_false;-2.1845678925723138,30.123798719807855,0.0_-0.004868573378279344,0.14604837382071012,0.0_1.0_-1_false;
1.265229468154076,-0.006728831747761707,0.0_3.867030153850767E-4,-3.304370159118383E-5,0.0_1836.15_1_false;-1.2228524738252002,0.03779795268274673,0.0_-3.324051033736262E-4,-3.199897261347855E-5,0.0_1836.15_1_false;-75.62108295304427,84.02259777545726,0.0_-0.0948318197837834,0.10339100627855985,0.0_1.0_-1_false;-2.1894351839283566,30.269835819770186,0.0_-0.004867291356042829,0.14603709996233083,0.0_1.0_-1_false;
1.2656166103623288,-0.006761880249232683,0.0_3.871422082527389E-4,-3.304850147097566E-5,0.0_1836.15_1_false;-1.223185318834139,0.037765964715171144,0.0_-3.328450089387413E-4,-3.1987967575589336E-5,0.0_1836.15_1_false;-75.7159147364429,84.12598855668408,0.0_-0.09483178339863584,0.10339078122681576,0.0_1.0_-1_false;-2.1943012030501188,30.415861751183222,0.0_-0.004866019121762295,0.1460259314130344,0.0_1.0_-1_false;
1.266004191513789,-0.006794933571871607,0.0_3.8758115146011237E-4,-3.3053322638924126E-5,0.0_1836.15_1_false;-1.2235186034931287,0.03773398771705381,0.0_-3.332846589895509E-4,-3.197699811733175E-5,0.0_1836.15_1_false;-75.81074648458174,84.22937911346712,0.0_-0.09483174813884002,0.10339055678303671,0.0_1.0_-1_false;-2.1991659595611015,30.561876617856786,0.0_-0.0048647565109828685,0.1460148666735624,0.0_1.0_-1_false;
1.2663922113586301,-0.006827991736577632,0.0_3.880198448412397E-4,-3.3058164706024604E-5,0.0_1836.15_1_false;-1.2238523275465798,0.03770202165322943,0.0_-3.3372405345119706E-4,-3.196606382437973E-5,0.0_1836.15_1_false;-75.90557819857963,84.33276944640998,0.0_-0.09483171399789253,0.10339033294286894,0.0_1.0_-1_false;-2.204029462924037,30.70788052213002,0.0_-0.004863503362935638,0.14600390427323287,0.0_1.0_-1_false;
1.2667806696468626,-0.006861054763868244,0.0_3.884582882326017E-4,-3.306302729061262E-5,0.0_1836.15_1_false;-1.2241864907388291,0.037670066488939155,0.0_-3.3416319224928957E-4,-3.195516429027772E-5,0.0_1836.15_1_false;-76.00040987954895,84.43615955611197,0.0_-0.09483168096932236,0.10339010970199052,0.0_1.0_-1_false;-2.208891722444475,30.85387356489928,0.0_-0.004862259520437677,0.14599304276926117,0.0_1.0_-1_false;
1.2671695661283358,-0.006894122673886436,0.0_3.888964814730697E-4,-3.306791001819263E-5,0.0_1836.15_1_false;-1.224521092814139,0.037638122189822903,0.0_-3.3460207530991063E-4,-3.1944299116252266E-5,0.0_1836.15_1_false;-76.09524152859565,84.53954944316808,0.0_-0.09483164904669078,0.10338988705611123,0.0_1.0_-1_false;-2.21375274727427,30.99985584564538,0.0_-0.004861024829795256,0.14598228074609967,0.0_1.0_-1_false;
1.2675589005527397,-0.006927195486407708,0.0_3.893344244038592E-4,-3.307281252127158E-5,0.0_1836.15_1_false;-1.2248561335166985,0.037606188721911876,0.0_-3.3504070255962006E-4,-3.193346791102905E-5,0.0_1836.15_1_false;-76.19007314681924,84.64293910816906,0.0_-0.0948316182235911,0.1033896650009722,0.0_1.0_-1_false;-2.21861254641498,31.14582746246018,0.0_-0.004859799140710113,0.1459716168147965,0.0_1.0_-1_false;
1.267948672669608,-0.006960273220846905,0.0_3.8977211686848514E-4,-3.307773443919708E-5,0.0_1836.15_1_false;-1.225191612590624,0.03757426605162122,0.0_-3.3547907392545996E-4,-3.1922670290655103E-5,0.0_1836.15_1_false;-76.28490473531289,84.74632855170141,0.0_-0.09483158849364857,0.10338944353234579,0.0_1.0_-1_false;-2.223471128721169,31.29178851207255,0.0_-0.004858582306188676,0.1459610496123722,0.0_1.0_-1_false;
1.2683388822283208,-0.006993355896264906,0.0_3.9020955871271865E-4,-3.308267541800004E-5,0.0_1836.15_1_false;-1.2255275297799588,0.0375423541457429,0.0_-3.359171893349593E-4,-3.191190587832605E-5,0.0_1836.15_1_false;-76.37973629516341,84.84971777434744,0.0_-0.09483155985052022,0.10338922264603533,0.0_1.0_-1_false;-2.228328502903623,31.437739089873762,0.0_-0.004857374182454132,0.14595057780121373,0.0_1.0_-1_false;
1.2687295289781053,-0.007026443531375147,0.0_3.906467497845448E-4,-3.308763511024166E-5,0.0_1836.15_1_false;-1.225863884828675,0.03751045297143868,0.0_-3.363550487161384E-4,-3.190117430421828E-5,0.0_1836.15_1_false;-76.47456782745131,84.95310677668532,0.0_-0.0948315322878946,0.10338900233787489,0.0_1.0_-1_false;-2.2331846775324844,31.583679289942246,0.0_-0.004856174628861238,0.14594020006848563,0.0_1.0_-1_false;
1.2691206126680394,-0.007059536144550012,0.0_3.9108368993412196E-4,-3.3092613174864596E-5,0.0_1836.15_1_false;-1.2262006774806724,0.03747856249623335,0.0_-3.367926519975132E-4,-3.189047520532577E-5,0.0_1836.15_1_false;-76.5693993332508,85.05649555928905,0.0_-0.09483150579949172,0.10338878260372912,0.0_1.0_-1_false;-2.238039661040298,31.729609205067803,0.0_-0.004854983507813781,0.1459299151255573,0.0_1.0_-1_false;
1.2695121330470531,-0.00709263375382706,0.0_3.91520379013742E-4,-3.309760927704821E-5,0.0_1836.15_1_false;-1.2265379074797804,0.03744668268800805,0.0_-3.3722999910809913E-4,-3.187980822530151E-5,0.0_1836.15_1_false;-76.66423081362986,85.15988412272854,0.0_-0.09483148037906287,0.10338856343949299,0.0_1.0_-1_false;-2.2428934617249827,31.87552892677525,0.0_-0.0048538006846845835,0.14591972170744633,0.0_1.0_-1_false;
1.2699040898639309,-0.007125736376915127,0.0_3.9195681687779246E-4,-3.310262308806769E-5,0.0_1836.15_1_false;-1.226875574569758,0.03741481351499375,0.0_-3.376670899774155E-4,-3.186917301430335E-5,0.0_1836.15_1_false;-76.75906226965024,85.26327246756964,0.0_-0.09483145602039045,0.10338834484109159,0.0_1.0_-1_false;-2.247746087752721,32.02143854534753,0.0_-0.004852626027737976,0.14590961857227686,0.0_1.0_-1_false;
1.2702964828673136,-0.007158844031200285,0.0_3.9239300338271885E-4,-3.3107654285157025E-5,0.0_1836.15_1_false;-1.2272136784942935,0.0373829549457649,0.0_-3.38103924535489E-4,-3.1858569228844086E-5,0.0_1836.15_1_false;-76.85389370236753,85.36666059437411,0.0_-0.09483143271728774,0.10338812680447995,0.0_1.0_-1_false;-2.2525975471607755,32.167338149848284,0.0_-0.004851459408054634,0.14589960450075307,0.0_1.0_-1_false;
1.2706893118057005,-0.00719195673375166,0.0_3.9282893838698884E-4,-3.311270255137568E-5,0.0_1836.15_1_false;-1.2275522189970063,0.037351106949233256,0.0_-3.385405027128574E-4,-3.184799653164568E-5,0.0_1836.15_1_false;-76.94872511283113,85.47004850369976,0.0_-0.09483141046359883,0.10338790932564279,0.0_1.0_-1_false;-2.2574478478602344,32.31322782814393,0.0_-0.004850300699458721,0.14588967829564675,0.0_1.0_-1_false;
1.2710825764274516,-0.007225074501327139,0.0_3.932646217510571E-4,-3.31177675754788E-5,0.0_1836.15_1_false;-1.227891195821447,0.03731926949464176,0.0_-3.389768244405735E-4,-3.183745459149748E-5,0.0_1836.15_1_false;-77.04355650208433,85.57343619610035,0.0_-0.09483138925319848,0.10338769240059434,0.0_1.0_-1_false;-2.2622969976386815,32.45910766692523,0.0_-0.004849149778447222,0.14587983878129904,0.0_1.0_-1_false;
1.271476276480789,-0.00725819735037893,0.0_3.9370005333733154E-4,-3.3122849051790876E-5,0.0_1836.15_1_false;-1.228230608711097,0.03728744255155864,0.0_-3.3941288965020787E-4,-3.182694308311838E-5,0.0_1836.15_1_false;-77.13838787116433,85.67682367212572,0.0_-0.09483136907999186,0.10338747602537811,0.0_1.0_-1_false;-2.267145004162803,32.60497775172836,0.0_-0.00484800652412143,0.1458700848031354,0.0_1.0_-1_false;
1.271870411713799,-0.007291325297059012,0.0_3.9413523301014015E-4,-3.312794668008281E-5,0.0_1836.15_1_false;-1.2285704574093708,0.03725562608987162,0.0_-3.398486982738529E-4,-3.18164616870226E-5,0.0_1836.15_1_false;-77.23321922110225,85.7802109323218,0.0_-0.09483134993791446,0.10338726019606673,0.0_1.0_-1_false;-2.2719918749809236,32.75083816695555,0.0_-0.004846870818120479,0.14586041522719376,0.0_1.0_-1_false;
1.2722649818744347,-0.007324458357224464,0.0_3.945701606356991E-4,-3.313306016545217E-5,0.0_1836.15_1_false;-1.2289107416596148,0.03722382007978223,0.0_-3.4028425024412555E-4,-3.180601008938921E-5,0.0_1836.15_1_false;-77.32805055292317,85.88359797723055,0.0_-0.09483133182093198,0.10338704490876169,0.0_1.0_-1_false;-2.2768376175254805,32.89668899589522,0.0_-0.004845742544556874,0.14585082893966522,0.0_1.0_-1_false;
1.2726599867105168,-0.007357596546442671,0.0_3.950048360820815E-4,-3.313818921820667E-5,0.0_1836.15_1_false;-1.2292514612051089,0.03719202449180029,0.0_-3.4071954549417047E-4,-3.1795587981935116E-5,0.0_1836.15_1_false;-77.42288186764621,85.98698480739014,0.0_-0.09483131472304006,0.10338683015959318,0.0_1.0_-1_false;-2.2816822391154346,33.04253032074166,0.0_-0.004844621589953933,0.14584132484644707,0.0_1.0_-1_false;
1.273055425969736,-0.0073907398799964216,0.0_3.9543925921918744E-4,-3.314333355375058E-5,0.0_1836.15_1_false;-1.2295926157890664,0.0371602392967385,0.0_-3.4115458395766297E-4,-3.178519506179147E-5,0.0_1836.15_1_false;-77.51771316628448,86.09037142333486,0.0_-0.09483129863826423,0.10338661594471991,0.0_1.0_-1_false;-2.2865257469586195,33.18836222261437,0.0_-0.004843507843185095,0.14583190187270756,0.0_1.0_-1_false;
1.2734512993996547,-0.007423888372888896,0.0_3.9587342991871454E-4,-3.314849289247428E-5,0.0_1836.15_1_false;-1.2299342051546351,0.03712846446570712,0.0_-3.41589365568812E-4,-3.177483103138335E-5,0.0_1836.15_1_false;-77.61254444984515,86.19375782559518,0.0_-0.09483128356065972,0.10338640226032884,0.0_1.0_-1_false;-2.2913681481540347,33.33418478157684,0.0_-0.004842401195415011,0.14582255896246227,0.0_1.0_-1_false;
1.273847606747709,-0.0074570420398485425,0.0_3.9630734805412945E-4,-3.315366695964648E-5,0.0_1836.15_1_false;-1.2302762290448974,0.0370966999701088,0.0_-3.4202389026236275E-4,-3.17644955983127E-5,0.0_1836.15_1_false;-77.70737571932946,86.29714401469782,0.0_-0.0948312694843113,0.10338618910263507,0.0_1.0_-1_false;-2.2962094496940773,33.479998076655,0.0_-0.004841301540042367,0.14581329507816163,0.0_1.0_-1_false;
1.2742443477612095,-0.007490200895333852,0.0_3.9674101350064037E-4,-3.31588554853094E-5,0.0_1836.15_1_false;-1.230618687202871,0.03706494578163356,0.0_-3.4245815797359934E-4,-3.175418847524428E-5,0.0_1836.15_1_false;-77.8022069757328,86.4005299911657,0.0_-0.09483125640333313,0.10338597646788157,0.0_1.0_-1_false;-2.3010496584667215,33.62580218585529,0.0_-0.004840208772644388,0.14580410920028902,0.0_1.0_-1_false;
1.2746415221873446,-0.007523364953538028,0.0_3.971744261351698E-4,-3.316405820417652E-5,0.0_1836.15_1_false;-1.2309615793715094,0.037033201872253764,0.0_-3.4289216863834734E-4,-3.174390937979474E-5,0.0_1836.15_1_false;-77.89703822004466,86.50391575551804,0.0_-0.09483124431186868,0.10338576435233901,0.0_1.0_-1_false;-2.3058887812576443,33.77159718618226,0.0_-0.004839122790922948,0.14579500032696976,0.0_1.0_-1_false;
1.275039129773181,-0.007556534228393561,0.0_3.976075858363288E-4,-3.3169274855533055E-5,0.0_1836.15_1_false;-1.2313049052937024,0.03700146821421934,0.0_-3.4332592219297624E-4,-3.1733658034424445E-5,0.0_1836.15_1_false;-77.99186945324875,86.60730130827034,0.0_-0.09483123320409047,0.10338555275230561,0.0_1.0_-1_false;-2.3107268247522965,33.917383153655855,0.0_-0.004838043494652252,0.14578596747358977,0.0_1.0_-1_false;
1.2754371702656653,-0.0075897087335767,0.0_3.9804049248439116E-4,-3.317450518313888E-5,0.0_1836.15_1_false;-1.2316486647122769,0.03696974478005301,0.0_-3.4375941857440177E-4,-3.172343416633229E-5,0.0_1836.15_1_false;-78.08670067632295,86.71068664993444,0.0_-0.09483122307420001,0.10338534166410694,0.0_1.0_-1_false;-2.3155637955379245,34.06316016332828,0.0_-0.004836970785628019,0.14577700967242446,0.0_1.0_-1_false;
1.2758356434116265,-0.007622888482511834,0.0_3.984731459612692E-4,-3.317974893513399E-5,0.0_1836.15_1_false;-1.231992857369997,0.03693803154254566,0.0_-3.441926577200881E-4,-3.1713237507353106E-5,0.0_1836.15_1_false;-78.18153189023937,86.81407178101854,0.0_-0.0948312139164276,0.10338513108409562,0.0_1.0_-1_false;-2.3203997001055425,34.20892828930055,0.0_-0.004835904567618137,0.14576812597227698,0.0_1.0_-1_false;
1.2762345489577769,-0.00765607348837578,0.0_3.989055461504895E-4,-3.318500586394632E-5,0.0_1836.15_1_false;-1.232337483009565,0.0369063284747518,0.0_-3.4462563956805015E-4,-3.1703067793857826E-5,0.0_1836.15_1_false;-78.2763630959644,86.9174567020272,0.0_-0.09483120572503222,0.10338492100865129,0.0_1.0_-1_false;-2.3252345448518574,34.35468760473868,0.0_-0.004834844746314721,0.1457593154381257,0.0_1.0_-1_false;
1.276633886650714,-0.007689263764101982,0.0_3.9933769293716917E-4,-3.31902757262019E-5,0.0_1836.15_1_false;-1.232682541373622,0.036874635549985144,0.0_-3.450583640568555E-4,-3.169292476665618E-5,0.0_1836.15_1_false;-78.3711942944587,87.02084141346137,0.0_-0.0948311984943014,0.10338471143418032,0.0_1.0_-1_false;-2.330068336081145,34.50043818188946,0.0_-0.0048337912292875426,0.14575057715078094,0.0_1.0_-1_false;
1.277033656236922,-0.007722459322384619,0.0_3.997695862079939E-4,-3.319555828263726E-5,0.0_1836.15_1_false;-1.2330280322047475,0.03684295274181424,0.0_-3.4549083112562655E-4,-3.168280817090186E-5,0.0_1836.15_1_false;-78.46602548667725,87.12422591581849,0.0_-0.09483119221855103,0.10338450235711567,0.0_1.0_-1_false;-2.3349010800070835,34.64618009209601,0.0_-0.00483274392593878,0.14574191020655008,0.0_1.0_-1_false;
1.2774338574627733,-0.0077556601756826335,0.0_4.002012258511952E-4,-3.3200853298014035E-5,0.0_1836.15_1_false;-1.2333739552454617,0.03681128002405824,0.0_-3.459230407140423E-4,-3.1672717756000194E-5,0.0_1836.15_1_false;-78.56085667356938,87.2276102095924,0.0_-0.09483118689212526,0.1033842937739167,0.0_1.0_-1_false;-2.3397327827545427,34.79191340581292,0.0_-0.004831702747459045,0.14573331371691145,0.0_1.0_-1_false;
1.2778344900745298,-0.007788866336223669,0.0_4.0063261175652916E-4,-3.3206160541035666E-5,0.0_1836.15_1_false;-1.233720310238224,0.036779617370782725,0.0_-3.463549927623402E-4,-3.1662653275518055E-5,0.0_1836.15_1_false;-78.65568785607877,87.33099429527347,0.0_-0.09483118250939634,0.10338408568106895,0.0_1.0_-1_false;-2.3445634503613273,34.937638192621115,0.0_-0.0048306676067846515,0.14572478680819606,0.0_1.0_-1_false;
1.278235553818345,-0.007822077816007935,0.0_4.0106374381525543E-4,-3.321147978426621E-5,0.0_1836.15_1_false;-1.2340670969254353,0.03674796475629563,0.0_-3.467866872113181E-4,-3.165261448709612E-5,0.0_1836.15_1_false;-78.75051903514354,87.43437817334855,0.0_-0.09483117906476446,0.10338387807508401,0.0_1.0_-1_false;-2.3493930887798835,35.08335452124239,0.0_-0.0048296384185560716,0.14571632862127784,0.0_1.0_-1_false;
1.2786370484402652,-0.007855294626811987,0.0_4.0149462192011693E-4,-3.321681080405112E-5,0.0_1836.15_1_false;-1.2344143150494375,0.03671632215514327,0.0_-3.472181240023356E-4,-3.1642601152363375E-5,0.0_1836.15_1_false;-78.8453502116962,87.53776184430104,0.0_-0.09483117655265766,0.1033836709524993,0.0_1.0_-1_false;-2.3542217038789612,35.22906245955366,0.0_-0.0048286150990775635,0.14570793831127105,0.0_1.0_-1_false;
1.2790389736862304,-0.007888516780192426,0.0_4.019252459653199E-4,-3.322215338043998E-5,0.0_1836.15_1_false;-1.234761964352515,0.036684689542106415,0.0_-3.476493030773159E-4,-3.163261303685366E-5,0.0_1836.15_1_false;-78.94018138666374,87.64114530861092,0.0_-0.09483117496753166,0.10338346430987795,0.0_1.0_-1_false;-2.359049301445239,35.374762074600895,0.0_-0.004827597566277911,0.1456996150472357,0.0_1.0_-1_false;
1.279441329302077,-0.007921744287489537,0.0_4.0235561584651465E-4,-3.322750729711117E-5,0.0_1836.15_1_false;-1.2351100445768937,0.03665306689219649,0.0_-3.4808022437874737E-4,-3.1622649909924424E-5,0.0_1836.15_1_false;-79.0350125609676,87.74452856675472,0.0_-0.09483117430386971,0.10338325814380851,0.0_1.0_-1_false;-2.3638758871849115,35.52045343261278,0.0_-0.0048265857396722536,0.14569135801188982,0.0_1.0_-1_false;
1.2798441150335378,-0.007954977159830835,0.0_4.027857314607767E-4,-3.3232872341298274E-5,0.0_1836.15_1_false;-1.2354585554647433,0.03662145418065181,0.0_-3.485108878496848E-4,-3.16127115446774E-5,0.0_1836.15_1_false;-79.12984373552378,87.84791161920563,0.0_-0.0948311745561825,0.10338305245090491,0.0_1.0_-1_false;-2.3687014667252364,35.66613659901411,0.0_-0.004825579540324964,0.14568316640132922,0.0_1.0_-1_false;
1.2802473306262443,-0.007988215408134552,0.0_4.0321559270658846E-4,-3.323824830371838E-5,0.0_1836.15_1_false;-1.235807496758177,0.03658985138293393,0.0_-3.48941293433751E-4,-3.160279771788132E-5,0.0_1836.15_1_false;-79.22467491124279,87.95129446643344,0.0_-0.09483117571900797,0.1033828472278062,0.0_1.0_-1_false;-2.37352604561605,35.81181163843886,0.0_-0.004824578890813548,0.14567503942475402,0.0_1.0_-1_false;
1.280650975825728,-0.008021459043113055,0.0_4.036451994838214E-4,-3.324363497850208E-5,0.0_1836.15_1_false;-1.236156868199252,0.036558258474724034,0.0_-3.493714410751382E-4,-3.159290820989648E-5,0.0_1836.15_1_false;-79.3195060890297,88.05467710890461,0.0_-0.0948311777869112,0.10338264247117636,0.0_1.0_-1_false;-2.3783496293312436,35.95747861474306,0.0_-0.004823583715193534,0.14566697630420158,0.0_1.0_-1_false;
1.2810550503774218,-0.00805470807527618,0.0_4.040745516937187E-4,-3.32490321631251E-5,0.0_1836.15_1_false;-1.2365066695299707,0.03652667543191943,0.0_-3.4980133071860897E-4,-3.158304280460121E-5,0.0_1836.15_1_false;-79.41433726978418,88.15805954708232,0.0_-0.09483118075448434,0.1033824381777042,0.0_1.0_-1_false;-2.3831722232702077,36.103137591017344,0.0_-0.004822593938964302,0.1456589762742864,0.0_1.0_-1_false;
1.2814595540266607,-0.008087962514934521,0.0_4.04503649238878E-4,-3.325443965834167E-5,0.0_1836.15_1_false;-1.2368569004922803,0.036495102230630114,0.0_-3.5023096230949797E-4,-3.1573201289320136E-5,0.0_1836.15_1_false;-79.50916845440054,88.26144178142643,0.0_-0.09483118461634632,0.10338223434410315,0.0_1.0_-1_false;-2.3879938327592436,36.24878862959929,0.0_-0.00482160948903586,0.145651038581946,0.0_1.0_-1_false;
1.281864486518684,-0.008121222372202641,0.0_4.049324920232354E-4,-3.3259857268119395E-5,0.0_1836.15_1_false;-1.237207560828074,0.03646353884717536,0.0_-3.506603357937126E-4,-3.1563383454754144E-5,0.0_1836.15_1_false;-79.60399964376768,88.36482381239354,0.0_-0.0948311893671429,0.10338203096711106,0.0_1.0_-1_false;-2.39281446305294,36.394431792085484,0.0_-0.004820630293696495,0.14564316248619313,0.0_1.0_-1_false;
1.282269847598636,-0.008154487657002217,0.0_4.0536107995204886E-4,-3.326528479957572E-5,0.0_1836.15_1_false;-1.2375586502791918,0.036431985258080446,0.0_-3.510894511177344E-4,-3.155358909491212E-5,0.0_1836.15_1_false;-79.69883083876923,88.46820564043703,0.0_-0.09483119500154637,0.10338182804349007,0.0_1.0_-1_false;-2.3976341193355215,36.54006713934336,0.0_-0.004819656282581317,0.14563534725787372,0.0_1.0_-1_false;
