Simulation_ID-0_NAME-TEST
Particle Count: 4
-6.0,0.0,0.0_0.0,0.0,0.01_1836.15_1;6.0,0.0,0.0_0.0,0.0,0.01_1836.15_1;-11.0,0.0,0.0_0.0,0.0,0.0_1.0_-1;11.0,0.0,0.0_0.0,0.0,0.0_1.0_-1;
-6.078716776297123,0.0,18.61405945874776_-7.533883121731141E-5,0.0,0.009971022507046895_1836.15_1;6.078716776297091,0.0,18.61405945874887_7.533883121747568E-5,0.0,0.009971022507047603_1836.15_1;-72.88546252651517,0.0,102.71522482366345_-0.04569252656949989,0.0,0.053207023688161006_1.0_-1;72.8854625266017,0.0,102.71522481513477_0.04569252656919804,0.0,0.05320702368231122_1.0_-1;
-6.0787921519893695,0.0,18.624030481922805_-7.537569224712832E-5,0.0,0.00997102317504444_1836.15_1;6.0787921519893375,0.0,18.624030481923914_7.537569224729268E-5,0.0,0.009971023175045148_1836.15_1;-72.93115447018478,0.0,102.76843062080792_-0.04569194366960372,0.0,0.05320579714447006_1.0_-1;72.931154470271,0.0,102.76843061227339_0.04569194366930169,0.0,0.053205797138620135_1.0_-1;
-6.078867564541718,0.0,18.63400150576506_-7.54125523487291E-5,0.0,0.009971023842255998_1836.15_1;6.078867564541686,0.0,18.63400150576617_7.541255234889355E-5,0.0,0.009971023842256706_1836.15_1;-72.97684583147559,0.0,102.82163519285189_-0.04569136129080363,0.0,0.05320457204396831_1.0_-1;72.9768458315615,0.0,102.8216351843115_0.045691361290501414,0.0,0.053204572038118236_1.0_-1;
-6.07894301395324,0.0,18.643972530273743_-7.544941152171573E-5,0.0,0.009971024508682962_1836.15_1;6.078943013953208,0.0,18.643972530274855_7.544941152188028E-5,0.0,0.00997102450868367_1836.15_1;-73.02253661090803,0.0,102.87483854123599_-0.04569077943245232,0.0,0.05320334838410016_1.0_-1;73.02253661099365,0.0,102.87483853268975_0.045690779432149914,0.0,0.05320334837824994_1.0_-1;
-6.079018500223006,0.0,18.65394355544807_-7.54862697656903E-5,0.0,0.00997102517432672_1836.15_1;6.079018500222974,0.0,18.65394355544918_7.548626976585495E-5,0.0,0.009971025174327427_1836.15_1;-73.06822680900194,0.0,102.9280406673983_-0.045690198093903366,0.0,0.05320212616231606_1.0_-1;73.06822680908725,0.0,102.92804065884621_0.045690198093600774,0.0,0.053202126156465704_1.0_-1;
-6.079094023350086,0.0,18.66391458128726_-7.552312708025492E-5,0.0,0.009971025839188656_1836.15_1;6.079094023350054,0.0,18.66391458128837_7.552312708041966E-5,0.0,0.009971025839189364_1836.15_1;-73.11391642627645,0.0,102.98124157277438_-0.04568961727451127,0.0,0.053200905376072485_1.0_-1;73.11391642636146,0.0,102.98124156421643_0.04568961727420849,0.0,0.053200905370221985_1.0_-1;
-6.079169583333551,0.0,18.673885607790528_-7.555998346501178E-5,0.0,0.009971026503270152_1836.15_1;6.079169583333519,0.0,18.67388560779164_7.555998346517662E-5,0.0,0.00997102650327086_1836.15_1;-73.15960546325007,0.0,103.03444125879722_-0.04568903697363142,0.0,0.053199686022831906_1.0_-1;73.15960546333478,0.0,103.03444125023341_0.04568903697332846,0.0,0.05319968601698126_1.0_-1;
-6.07924518017247,0.0,18.6838566349571_-7.559683891956314E-5,0.0,0.00997102716657259_1836.15_1;6.079245180172438,0.0,18.683856634958214_7.559683891972809E-5,0.0,0.009971027166573297_1836.15_1;-73.2052939204407,0.0,103.08763972689728_-0.04568845719062012,0.0,0.05319846810006277_1.0_-1;73.20529392052511,0.0,103.08763971832762_0.04568845719031698,0.0,0.053198468094211984_1.0_-1;
-6.079320813865913,0.0,18.693827662786195_-7.563369344351135E-5,0.0,0.009971027829097341_1836.15_1;6.079320813865881,0.0,18.693827662787314_7.56336934436764E-5,0.0,0.00997102782909805_1836.15_1;-73.25098179836553,0.0,103.14083697850252_-0.045687877924834565,0.0,0.053197251605239505_1.0_-1;73.25098179844964,0.0,103.14083696992701_0.04568787792453124,0.0,0.05319725159938858_1.0_-1;
-6.07939648441295,0.0,18.70379869127704_-7.567054703645876E-5,0.0,0.00997102849084578_1836.15_1;6.079396484412918,0.0,18.70379869127816_7.56705470366239E-5,0.0,0.009971028490846488_1836.15_1;-73.29666909754117,0.0,103.19403301503836_-0.04568729917563284,0.0,0.05319603653584249_1.0_-1;73.29666909762497,0.0,103.194033006457_0.045687299175329335,0.0,0.05319603652999142_1.0_-1;
-6.0794721918126475,0.0,18.71376972042886_-7.570739969800784E-5,0.0,0.009971029151819277_1836.15_1;6.0794721918126156,0.0,18.71376972042998_7.570739969817308E-5,0.0,0.009971029151819985_1836.15_1;-73.34235581848354,0.0,103.24722783792771_-0.04568672094237396,0.0,0.05319482288935803_1.0_-1;73.34235581856704,0.0,103.24722782934052_0.04568672094207026,0.0,0.05319482288350681_1.0_-1;
-6.079547936064075,0.0,18.72374075024088_-7.574425142776111E-5,0.0,0.009971029812019194_1836.15_1;6.079547936064044,0.0,18.723740750242_7.574425142792644E-5,0.0,0.009971029812019902_1836.15_1;-73.38804196170796,0.0,103.30042144859098_-0.04568614322441779,0.0,0.05319361066327834_1.0_-1;73.38804196179116,0.0,103.30042143999795_0.045686143224113906,0.0,0.05319361065742698_1.0_-1;
-6.0796237171663,0.0,18.733711780712326_-7.578110222532114E-5,0.0,0.009971030471446898_1836.15_1;6.079623717166269,0.0,18.73371178071345_7.578110222548656E-5,0.0,0.009971030471447605_1836.15_1;-73.43372752772908,0.0,103.35361384844609_-0.04568556602112511,0.0,0.05319239985510154_1.0_-1;73.43372752781198,0.0,103.3536138398472_0.04568556602082106,0.0,0.05319239984925004_1.0_-1;
-6.07969953511839,0.0,18.74368281184243_-7.581795209029057E-5,0.0,0.009971031130103744_1836.15_1;6.07969953511836,0.0,18.743682811843552_7.58179520904561E-5,0.0,0.009971031130104452_1836.15_1;-73.47941251706094,0.0,103.40680503890842_-0.04568498933185762,0.0,0.053191190462331624_1.0_-1;73.47941251714353,0.0,103.40680503030367_0.045684989331553384,0.0,0.053191190456479985_1.0_-1;
-6.079775389919413,0.0,18.75365384363042_-7.585480102227212E-5,0.0,0.00997103178799109_1836.15_1;6.079775389919383,0.0,18.753653843631543_7.585480102243775E-5,0.0,0.009971031787991799_1836.15_1;-73.52509693021692,0.0,103.4599950213909_-0.045684413155977883,0.0,0.05318998248247846_1.0_-1;73.5250969302992,0.0,103.4599950127803_0.04568441315567346,0.0,0.05318998247662667_1.0_-1;
-6.079851281568434,0.0,18.763624876075532_-7.589164902086857E-5,0.0,0.009971032445110292_1836.15_1;6.079851281568404,0.0,18.763624876076655_7.589164902103429E-5,0.0,0.009971032445111_1836.15_1;-73.57078076770976,0.0,103.51318379730395_-0.04568383749284936,0.0,0.05318877591305774_1.0_-1;73.57078076779175,0.0,103.5131837886875_0.04568383749254476,0.0,0.05318877590720581_1.0_-1;
-6.07992721006452,0.0,18.773595909176994_-7.592849608568274E-5,0.0,0.009971033101462697_1836.15_1;6.07992721006449,0.0,18.77359590917812_7.592849608584856E-5,0.0,0.009971033101463404_1836.15_1;-73.6164640300516,0.0,103.56637136805554_-0.045683262341836416,0.0,0.05318757075159101_1.0_-1;73.61646403013327,0.0,103.56637135943323_0.04568326234153164,0.0,0.05318757074573893_1.0_-1;
-6.080003175406737,0.0,18.783566942934044_-7.596534221631755E-5,0.0,0.009971033757049651_1836.15_1;6.0800031754067065,0.0,18.78356694293517_7.596534221648346E-5,0.0,0.009971033757050359_1836.15_1;-73.66214671775391,0.0,103.61955773505115_-0.04568268770230429,0.0,0.053186366995605604_1.0_-1;73.66214671783527,0.0,103.61955772642298_0.04568268770199934,0.0,0.05318636698975339_1.0_-1;
-6.080079177594149,0.0,18.793537977345917_-7.600218741237595E-5,0.0,0.009971034411872498_1836.15_1;6.080079177594119,0.0,18.793537977347043_7.600218741254196E-5,0.0,0.009971034411873206_1836.15_1;-73.70782883132753,0.0,103.67274289969377_-0.045682113573619135,0.0,0.05318516464263467_1.0_-1;73.70782883140859,0.0,103.67274289105977_0.045682113573314004,0.0,0.05318516463678231_1.0_-1;
-6.080155216625823,0.0,18.80350901241185_-7.603903167346095E-5,0.0,0.009971035065932578_1836.15_1;6.080155216625793,0.0,18.803509012412977_7.603903167362707E-5,0.0,0.009971035065933286_1836.15_1;-73.75351037128269,0.0,103.72592686338399_-0.04568153995514798,0.0,0.05318396369021711_1.0_-1;73.75351037136343,0.0,103.72592685474413_0.04568153995484268,0.0,0.05318396368436461_1.0_-1;
-6.080231292500822,0.0,18.813480048131083_-7.607587499917569E-5,0.0,0.00997103571923123_1836.15_1;6.080231292500793,0.0,18.81348004813221_7.60758749993419E-5,0.0,0.009971035719231938_1836.15_1;-73.79919133812895,0.0,103.77910962751989_-0.04568096684625874,0.0,0.05318276413589762_1.0_-1;73.79919133820938,0.0,103.77910961887417_0.045680966845953255,0.0,0.05318276413004497_1.0_-1;
-6.080307405218211,0.0,18.823451084502853_-7.611271738912328E-5,0.0,0.009971036371769786_1836.15_1;6.080307405218182,0.0,18.82345108450398_7.611271738928958E-5,0.0,0.009971036371770494_1836.15_1;-73.84487173237527,0.0,103.83229119349711_-0.04568039424632022,0.0,0.053181565977226605_1.0_-1;73.8448717324554,0.0,103.83229118484554_0.045680394246014555,0.0,0.05318156597137381_1.0_-1;
-6.080383554777054,0.0,18.833422121526404_-7.614955884290696E-5,0.0,0.00997103702354958_1836.15_1;6.0803835547770255,0.0,18.83342212152753_7.614955884307336E-5,0.0,0.009971037023550287_1836.15_1;-73.89055155452996,0.0,103.88547156270887_-0.045679822154702114,0.0,0.05318036921176021_1.0_-1;73.8905515546098,0.0,103.88547155405145_0.045679822154396275,0.0,0.05318036920590727_1.0_-1;
-6.080459741176414,0.0,18.843393159200975_-7.618639936012999E-5,0.0,0.009971037674571937_1836.15_1;6.080459741176385,0.0,18.8433931592021_7.618639936029649E-5,0.0,0.009971037674572645_1836.15_1;-73.93623080510073,0.0,103.93865073654594_-0.045679250570775,0.0,0.0531791738370603_1.0_-1;73.93623080518027,0.0,103.93865072788266_0.04567925057046898,0.0,0.05317917383120721_1.0_-1;
-6.080535964415354,0.0,18.853364197525813_-7.622323894039573E-5,0.0,0.00997103832483818_1836.15_1;6.080535964415326,0.0,18.85336419752694_7.622323894056233E-5,0.0,0.00997103832483889_1836.15_1;-73.98190948459464,0.0,103.99182871639663_-0.04567867949391034,0.0,0.05317797985069442_1.0_-1;73.98190948467388,0.0,103.9918287077275_0.04567867949360415,0.0,0.05317797984484118_1.0_-1;
-6.0806122244929375,0.0,18.863335236500163_-7.626007758330758E-5,0.0,0.009971038974349637_1836.15_1;6.080612224492909,0.0,18.86333523650129_7.626007758347428E-5,0.0,0.009971038974350347_1836.15_1;-74.02758759351812,0.0,104.04500550364686_-0.045678108923480495,0.0,0.053176787250235794_1.0_-1;74.02758759359705,0.0,104.04500549497189_0.04567810892317413,0.0,0.05317678724438241_1.0_-1;
-6.080688521408226,0.0,18.87330627612327_-7.629691528846902E-5,0.0,0.009971039623107622_1836.15_1;6.080688521408198,0.0,18.873306276124396_7.62969152886358E-5,0.0,0.009971039623108332_1836.15_1;-74.07326513237697,0.0,104.09818109968013_-0.04567753885885869,0.0,0.053175596033263314_1.0_-1;74.0732651324556,0.0,104.0981810909993_0.045677538858552136,0.0,0.053175596027409795_1.0_-1;
-6.0807648551602815,0.0,18.883277316394384_-7.633375205548355E-5,0.0,0.00997104027111345_1836.15_1;6.080764855160253,0.0,18.88327731639551_7.633375205565045E-5,0.0,0.00997104027111416_1836.15_1;-74.1189421016764,0.0,104.15135550587749_-0.045676969299419036,0.0,0.05317440619736151_1.0_-1;74.11894210175471,0.0,104.1513554971908_0.04567696929911231,0.0,0.05317440619150785_1.0_-1;
-6.080841225748165,0.0,18.893248357312753_-7.63705878839548E-5,0.0,0.009971040918368436_1836.15_1;6.080841225748137,0.0,18.89324835731388_7.63705878841218E-5,0.0,0.009971040918369145_1836.15_1;-74.16461850192093,0.0,104.20452872361761_-0.04567640024453653,0.0,0.053173217740120536_1.0_-1;74.16461850199894,0.0,104.20452871492508_0.04567640024422962,0.0,0.05317321773426673_1.0_-1;
-6.080917633170939,0.0,18.903219398877628_-7.64074227734864E-5,0.0,0.009971041564873887_1836.15_1;6.080917633170911,0.0,18.903219398878754_7.64074227736535E-5,0.0,0.009971041564874597_1836.15_1;-74.21029433361451,0.0,104.25770075427675_-0.04567583169358704,0.0,0.053172030659136164_1.0_-1;74.21029433369222,0.0,104.25770074557836_0.04567583169327996,0.0,0.053172030653282215_1.0_-1;
-6.080994077427663,0.0,18.913190441088258_-7.644425672368208E-5,0.0,0.009971042210631111_1836.15_1;6.0809940774276345,0.0,18.913190441089387_7.644425672384928E-5,0.0,0.00997104221063182_1836.15_1;-74.25596959726046,0.0,104.31087159922876_-0.04567526364594734,0.0,0.053170844952009744_1.0_-1;74.25596959733785,0.0,104.31087159052451_0.045675263645640084,0.0,0.053170844946155656_1.0_-1;
-6.081070558517397,0.0,18.9231614839439_-7.64810897341456E-5,0.0,0.009971042855641411_1836.15_1;6.081070558517369,0.0,18.92316148394503_7.648108973431289E-5,0.0,0.00997104285564212_1836.15_1;-74.30164429336145,0.0,104.36404125984511_-0.045674696100995046,0.0,0.05316966061634824_1.0_-1;74.30164429343854,0.0,104.364041251135_0.04567469610068762,0.0,0.053169660610494_1.0_-1;
-6.081147076439201,0.0,18.933132527443806_-7.651792180448081E-5,0.0,0.009971043499906088_1836.15_1;6.081147076439174,0.0,18.933132527444936_7.65179218046482E-5,0.0,0.009971043499906797_1836.15_1;-74.34731842241956,0.0,104.41720973749487_-0.045674129058108685,0.0,0.05316847764976413_1.0_-1;74.34731842249634,0.0,104.41720972877891_0.04567412905780108,0.0,0.05316847764390976_1.0_-1;
-6.0812236311921355,0.0,18.943103571587233_-7.655475293429161E-5,0.0,0.009971044143426437_1836.15_1;6.081223631192108,0.0,18.943103571588363_7.655475293445911E-5,0.0,0.009971044143427147_1836.15_1;-74.39299198493623,0.0,104.47037703354475_-0.04567356251666764,0.0,0.05316729604987548_1.0_-1;74.3929919850127,0.0,104.47037702482294_0.04567356251635986,0.0,0.05316729604402096_1.0_-1;
-6.081300222775258,0.0,18.95307461637344_-7.659158312318197E-5,0.0,0.009971044786203755_1836.15_1;6.081300222775232,0.0,18.95307461637457_7.659158312334957E-5,0.0,0.009971044786204464_1836.15_1;-74.43866498141229,0.0,104.52354314935906_-0.04567299647605216,0.0,0.053166115814305866_1.0_-1;74.43866498148844,0.0,104.52354314063139_0.04567299647574421,0.0,0.0531661158084512_1.0_-1;
-6.081376851187629,0.0,18.96304566180168_-7.662841237075591E-5,0.0,0.00997104542823933_1836.15_1;6.081376851187603,0.0,18.96304566180281_7.662841237092361E-5,0.0,0.00997104542824004_1836.15_1;-74.48433741234793,0.0,104.57670808629975_-0.04567243093564341,0.0,0.053164936940684374_1.0_-1;74.48433741242378,0.0,104.57670807756622_0.045672430935335274,0.0,0.053164936934829564_1.0_-1;
-6.081453516428306,0.0,18.973016707871214_-7.666524067661751E-5,0.0,0.009971046069534454_1836.15_1;6.0814535164282795,0.0,18.973016707872343_7.666524067678532E-5,0.0,0.009971046069535163_1836.15_1;-74.53000927824274,0.0,104.62987184572638_-0.045671865894823395,0.0,0.0531637594266456_1.0_-1;74.5300092783183,0.0,104.62987183698701_0.045671865894515086,0.0,0.05316375942079064_1.0_-1;
-6.081530218496346,0.0,18.982987754581305_-7.670206804037094E-5,0.0,0.009971046710090407_1836.15_1;6.08153021849632,0.0,18.982987754582435_7.670206804053883E-5,0.0,0.009971046710091117_1836.15_1;-74.57568057959571,0.0,104.68303442899621_-0.045671301352974994,0.0,0.05316258326982961_1.0_-1;74.57568057967097,0.0,104.68303442025098_0.04567130135266651,0.0,0.053162583263974515_1.0_-1;
-6.081606957390808,0.0,18.992958801931213_-7.67388944616204E-5,0.0,0.009971047349908476_1836.15_1;6.081606957390782,0.0,18.992958801932346_7.673889446178838E-5,0.0,0.009971047349909185_1836.15_1;-74.62135131690519,0.0,104.7361958374641_-0.04567073730948197,0.0,0.05316140846788195_1.0_-1;74.62135131698015,0.0,104.73619582871301_0.045670737309173315,0.0,0.053161408462026716_1.0_-1;
-6.081683733110748,0.0,19.002929849920204_-7.677571993997013E-5,0.0,0.009971047988989939_1836.15_1;6.081683733110721,0.0,19.002929849921337_7.677571994013821E-5,0.0,0.009971047988990648_1836.15_1;-74.66702149066892,0.0,104.78935607248255_-0.045670173763728956,0.0,0.05316023501845361_1.0_-1;74.66702149074358,0.0,104.7893560637256_0.04567017376342013,0.0,0.053160235012598235_1.0_-1;
-6.081760545655223,0.0,19.01290089854754_-7.681254447502448E-5,0.0,0.009971048627336072_1836.15_1;6.081760545655197,0.0,19.012900898548672_7.681254447519266E-5,0.0,0.009971048627336781_1836.15_1;-74.71269110138401,0.0,104.84251513540175_-0.04566961071510145,0.0,0.05315906291920101_1.0_-1;74.71269110145838,0.0,104.84251512663896_0.04566961071479244,0.0,0.05315906291334549_1.0_-1;
-6.08183739502329,0.0,19.022871947812487_-7.684936806638784E-5,0.0,0.009971049264948148_1836.15_1;6.081837395023263,0.0,19.02287194781362_7.684936806655611E-5,0.0,0.009971049264948857_1836.15_1;-74.758360149547,0.0,104.89567302756954_-0.04566904816298582,0.0,0.05315789216778599_1.0_-1;74.75836014962105,0.0,104.89567301880089_0.04566904816267663,0.0,0.05315789216193033_1.0_-1;
-6.0819142812140035,0.0,19.032842997714315_-7.688619071366466E-5,0.0,0.009971049901827438_1836.15_1;6.081914281213977,0.0,19.03284299771545_7.688619071383303E-5,0.0,0.009971049901828148_1836.15_1;-74.80402863565376,0.0,104.94882975033141_-0.04566848610676931,0.0,0.053156722761875795_1.0_-1;74.80402863572752,0.0,104.9488297415569_0.045668486106459946,0.0,0.053156722756019986_1.0_-1;
-6.08199120422642,0.0,19.04281404825229_-7.692301241645946E-5,0.0,0.009971050537975212_1836.15_1;6.0819912042263935,0.0,19.042814048253426_7.692301241662792E-5,0.0,0.009971050537975921_1836.15_1;-74.8496965601996,0.0,105.00198530503056_-0.04566792454584002,0.0,0.05315555469914306_1.0_-1;74.84969656027305,0.0,105.0019852962502_0.045667924545530474,0.0,0.0531555546932871_1.0_-1;
-6.082068164059595,0.0,19.05278509942568_-7.69598331743768E-5,0.0,0.00997105117339273_1836.15_1;6.082068164059568,0.0,19.05278509942682_7.695983317454535E-5,0.0,0.00997105117339344_1836.15_1;-74.89536392367918,0.0,105.05513969300783_-0.04566736347958691,0.0,0.05315438797726578_1.0_-1;74.89536392375233,0.0,105.0551396842216_0.04566736347927719,0.0,0.053154387971409686_1.0_-1;
-6.082145160712582,0.0,19.06275615123376_-7.699665298702131E-5,0.0,0.009971051808081258_1836.15_1;6.082145160712555,0.0,19.062756151234904_7.699665298718996E-5,0.0,0.009971051808081968_1836.15_1;-74.94103072658659,0.0,105.10829291560177_-0.04566680290739983,0.0,0.05315322259392733_1.0_-1;74.94103072665942,0.0,105.10829290680967_0.04566680290708994,0.0,0.05315322258807109_1.0_-1;
-6.082222194184435,0.0,19.072727203675804_-7.703347185399768E-5,0.0,0.009971052442042052_1836.15_1;6.082222194184409,0.0,19.072727203676948_7.703347185416642E-5,0.0,0.009971052442042761_1836.15_1;-74.98669696941526,0.0,105.16144497414858_-0.04566624282866948,0.0,0.05315205854681641_1.0_-1;74.98669696948778,0.0,105.16144496535063_0.04566624282835942,0.0,0.05315205854096002_1.0_-1;
-6.08229926447421,0.0,19.08269825675108_-7.707028977491067E-5,0.0,0.009971053075276367_1836.15_1;6.082299264474184,0.0,19.082698256752224_7.707028977507951E-5,0.0,0.009971053075277077_1836.15_1;-75.03236265265805,0.0,105.2145958699822_-0.04566568324278743,0.0,0.05315089583362703_1.0_-1;75.03236265273026,0.0,105.2145958611784_0.04566568324247719,0.0,0.0531508958277705_1.0_-1;
-6.08237637158096,0.0,19.092669310458867_-7.710710674936509E-5,0.0,0.009971053707785458_1836.15_1;6.082376371580933,0.0,19.09266931046001_7.710710674953404E-5,0.0,0.009971053707786167_1836.15_1;-75.0780277768072,0.0,105.26774560443427_-0.0456651241491461,0.0,0.05314973445205854_1.0_-1;75.0780277768791,0.0,105.2677455956246_0.04566512414883568,0.0,0.05314973444620188_1.0_-1;
-6.082453515503737,0.0,19.102640364798436_-7.714392277696582E-5,0.0,0.009971054339570575_1836.15_1;6.08245351550371,0.0,19.102640364799583_7.714392277713486E-5,0.0,0.009971054339571284_1836.15_1;-75.12369234235435,0.0,105.32089417883408_-0.045664565547138776,0.0,0.053148574399815574_1.0_-1;75.12369234242593,0.0,105.32089417001856_0.04566456554682818,0.0,0.05314857439395878_1.0_-1;
-6.082530696241594,0.0,19.11261141976907_-7.718073785731776E-5,0.0,0.009971054970632965_1836.15_1;6.082530696241568,0.0,19.112611419770218_7.71807378574869E-5,0.0,0.009971054970633674_1836.15_1;-75.1693563497905,0.0,105.37404159450868_-0.045664007436159615,0.0,0.053147415674608046_1.0_-1;75.16935634986177,0.0,105.37404158568731_0.045664007435848836,0.0,0.053147415668751107_1.0_-1;
-6.082607913793584,0.0,19.122582475370045_-7.721755199002592E-5,0.0,0.009971055600973873_1836.15_1;6.082607913793558,0.0,19.122582475371193_7.721755199019516E-5,0.0,0.009971055600974582_1836.15_1;-75.21501979960611,0.0,105.42718785278284_-0.045663449815603614,0.0,0.053146258274151134_1.0_-1;75.21501979967707,0.0,105.42718784395561_0.04566344981529267,0.0,0.05314625826829405_1.0_-1;
-6.082685168158759,0.0,19.13255353160064_-7.725436517469535E-5,0.0,0.009971056230594539_1836.15_1;6.082685168158733,0.0,19.132553531601786_7.725436517486467E-5,0.0,0.009971056230595248_1836.15_1;-75.26068269229098,0.0,105.480332954979_-0.04566289268486665,0.0,0.05314510219616526_1.0_-1;75.26068269236163,0.0,105.48033294614592_0.045662892684555534,0.0,0.05314510219030803_1.0_-1;
-6.08276245933617,0.0,19.142524588460134_-7.729117741093116E-5,0.0,0.009971056859496202_1836.15_1;6.082762459336144,0.0,19.142524588461285_7.729117741110058E-5,0.0,0.009971056859496912_1836.15_1;-75.30634502833433,0.0,105.53347690241738_-0.04566233604334545,0.0,0.05314394743837608_1.0_-1;75.30634502840466,0.0,105.53347689357844_0.04566233604303416,0.0,0.05314394743251871_1.0_-1;
-6.082839787324868,0.0,19.152495645947813_-7.732798869833853E-5,0.0,0.0099710574876801_1836.15_1;6.0828397873248425,0.0,19.152495645948967_7.732798869850805E-5,0.0,0.009971057487680809_1836.15_1;-75.35200680822477,0.0,105.5866196964159_-0.045661779890437584,0.0,0.05314279399851449_1.0_-1;75.35200680829479,0.0,105.5866196875711_0.045661779890126125,0.0,0.05314279399265698_1.0_-1;
-6.082917152123905,0.0,19.16246670406296_-7.736479903652267E-5,0.0,0.009971058115147462_1836.15_1;6.082917152123879,0.0,19.162466704064116_7.73647990366923E-5,0.0,0.009971058115148172_1836.15_1;-75.39766803245031,0.0,105.63976133829021_-0.0456612242255415,0.0,0.05314164187431656_1.0_-1;75.39766803252002,0.0,105.63976132943957_0.04566122422522988,0.0,0.05314164186845891_1.0_-1;
-6.08299455373233,0.0,19.17243776280486_-7.740160842508887E-5,0.0,0.00997105874189952_1836.15_1;6.082994553732304,0.0,19.172437762806016_7.740160842525858E-5,0.0,0.00997105874190023_1836.15_1;-75.44332870149837,0.0,105.69290182935374_-0.0456606690480565,0.0,0.053140491063523566_1.0_-1;75.44332870156776,0.0,105.69290182049723_0.04566066904774469,0.0,0.05314049105766579_1.0_-1;
-6.083071992149193,0.0,19.1824088221728_-7.743841686364248E-5,0.0,0.009971059367937504_1836.15_1;6.083071992149168,0.0,19.182408822173954_7.74384168638123E-5,0.0,0.009971059367938214_1836.15_1;-75.48898881585576,0.0,105.74604117091762_-0.04566011435738271,0.0,0.05313934156388196_1.0_-1;75.48898881592484,0.0,105.74604116205525_0.04566011435707073,0.0,0.05313934155802405_1.0_-1;
-6.083149467373545,0.0,19.192379882166062_-7.747522435178891E-5,0.0,0.009971059993262634_1836.15_1;6.083149467373519,0.0,19.192379882167216_7.747522435195882E-5,0.0,0.009971059993263344_1836.15_1;-75.53464837600869,0.0,105.79917936429077_-0.04565956015292114,0.0,0.053138193373143364_1.0_-1;75.53464837607746,0.0,105.79917935542254_0.04565956015260898,0.0,0.05313819336728531_1.0_-1;
-6.083226979404434,0.0,19.202350942783937_-7.75120308891336E-5,0.0,0.009971060617876134_1836.15_1;6.083226979404408,0.0,19.202350942785092_7.75120308893036E-5,0.0,0.009971060617876844_1836.15_1;-75.58030738244277,0.0,105.85231641077984_-0.04565900643407364,0.0,0.05313704648906452_1.0_-1;75.58030738251122,0.0,105.85231640190574_0.04565900643376131,0.0,0.053137046483206316_1.0_-1;
-6.083304528240909,0.0,19.212322004025715_-7.75488364752821E-5,0.0,0.009971061241779223_1836.15_1;6.083304528240883,0.0,19.212322004026873_7.75488364754522E-5,0.0,0.009971061241779933_1836.15_1;-75.62596583564302,0.0,105.90545231168925_-0.045658453200242914,0.0,0.05313590090940731_1.0_-1;75.62596583571116,0.0,105.9054523028093_0.04565845319993041,0.0,0.053135900903548965_1.0_-1;
-6.083382113882019,0.0,19.22229306589069_-7.758564110983999E-5,0.0,0.009971061864973117_1836.15_1;6.083382113881993,0.0,19.222293065891847_7.758564111001018E-5,0.0,0.009971061864973827_1836.15_1;-75.67162373609385,0.0,105.95858706832118_-0.04565790045083251,0.0,0.05313475663193874_1.0_-1;75.67162373616168,0.0,105.95858705943537_0.045657900450519824,0.0,0.053134756626080255_1.0_-1;
-6.0834597363268115,0.0,19.232264128378148_-7.762244479241289E-5,0.0,0.00997106248745903_1836.15_1;6.083459736326786,0.0,19.232264128379306_7.762244479258317E-5,0.0,0.00997106248745974_1836.15_1;-75.7172810842791,0.0,106.0117206819756_-0.04565734818524683,0.0,0.05313361365443091_1.0_-1;75.71728108434661,0.0,106.01172067308394_0.04565734818493397,0.0,0.05313361364857229_1.0_-1;
-6.083537395574334,0.0,19.242235191487385_-7.765924752260649E-5,0.0,0.009971063109238173_1836.15_1;6.083537395574308,0.0,19.242235191488543_7.765924752277688E-5,0.0,0.009971063109238882_1836.15_1;-75.76293788068199,0.0,106.06485315395027_-0.04565679640289112,0.0,0.053132471974661005_1.0_-1;75.76293788074919,0.0,106.06485314505275_0.04565679640257808,0.0,0.053132471968802254_1.0_-1;
-6.083615091623634,0.0,19.252206255217697_-7.769604930002657E-5,0.0,0.00997106373031175_1836.15_1;6.083615091623608,0.0,19.252206255218855_7.769604930019705E-5,0.0,0.00997106373031246_1836.15_1;-75.80859412578516,0.0,106.11798448554067_-0.045656245103171476,0.0,0.05313133159041129_1.0_-1;75.80859412585205,0.0,106.1179844766373_0.04565624510285827,0.0,0.0531313315845524_1.0_-1;
-6.083692824473759,0.0,19.262177319568377_-7.773285012427894E-5,0.0,0.00997106435068097_1836.15_1;6.083692824473733,0.0,19.26217731956954_7.773285012444951E-5,0.0,0.00997106435068168_1836.15_1;-75.85424982007066,0.0,106.17111467804014_-0.04565569428549484,0.0,0.053130192499469084_1.0_-1;75.85424982013724,0.0,106.17111466913092_0.04565569428518146,0.0,0.05313019249361006_1.0_-1;
-6.083770594123754,0.0,19.272148384538724_-7.776964999496945E-5,0.0,0.009971064970347034_1836.15_1;6.083770594123728,0.0,19.272148384539886_7.776964999514012E-5,0.0,0.009971064970347743_1836.15_1;-75.89990496401994,0.0,106.22424373273977_-0.045655143949269,0.0,0.05312905469962674_1.0_-1;75.89990496408619,0.0,106.22424372382469_0.04565514394895545,0.0,0.05312905469376759_1.0_-1;
